"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","4","-0.0","37.8","-0.9"
"fly","100","0.2","0.5","2","-37.8","0.0","-0.92"
"fly","100","0.2","0.5","1","-0.0","51.18000000000001","-0.8"
"fly","100","0.2","0.5","0","-0.0","37.8","-0.9"
"fly","100","0.2","0.5","3","-37.8","65.47","-0.84"
"fly","100","0.2","0.5","7","-0.0","65.47","-0.88"
"fly","100","0.2","0.5","6","-0.0","72.37","-0.78"
"fly","100","0.2","0.5","5","-0.0","53.449999999999996","-0.92"
"fly","100","0.2","0.5","9","-50.0","75.59","-0.78"
"fly","100","0.2","0.5","8","-0.0","37.8","-0.9"
"mouse","100","0.2","0.9","0","-0.0","44.72","-0.8589743589743589"
"mouse","100","0.2","0.9","3","-44.72","44.72","-0.8589743589743589"
"mouse","100","0.2","0.9","4","-44.72","44.72","-0.8974358974358975"
"mouse","100","0.2","0.9","1","-0.0","54.769999999999996","-0.6538461538461539"
"mouse","100","0.2","0.9","2","-0.0","0.0","-0.8717948717948718"
"mouse","100","0.2","0.9","7","-0.0","44.72","-0.8589743589743589"
"mouse","100","0.2","0.9","5","-0.0","77.46","-0.8333333333333334"
"mouse","100","0.2","0.9","8","-0.0","0.0","-0.8461538461538461"
"mouse","100","0.2","0.9","6","-41.83","0.0","-0.8589743589743589"
"mouse","100","0.2","0.9","9","-44.72","77.46","-0.8205128205128205"
"worm","100","0.2","0.9","3","-26.279999999999998","62.08","-0.689922480620155"
"worm","100","0.2","0.9","2","-50.29","55.00000000000001","-0.6589147286821705"
"worm","100","0.2","0.9","0","-36.51","51.449999999999996","-0.6821705426356589"
"worm","100","0.2","0.9","1","-29.360000000000003","56.63","-0.6744186046511628"
"worm","100","0.2","0.9","4","-26.729999999999997","48.99","-0.7286821705426356"
"worm","100","0.2","0.9","8","-26.06","43.03","-0.751937984496124"
"worm","100","0.2","0.9","5","-18.9","48.54","-0.7131782945736435"
"worm","100","0.2","0.9","6","-36.21","44.31","-0.6821705426356589"
"worm","100","0.2","0.9","7","-36.86","44.31","-0.7131782945736435"
"worm","100","0.2","0.9","9","-31.05","54.449999999999996","-0.6976744186046512"
"yeast","100","0.2","0.5","0","-0.0","70.26","-0.7062146892655368"
"yeast","100","0.2","0.5","4","-0.0","50.0","-0.7231638418079096"
"yeast","100","0.2","0.5","3","-0.0","70.71","-0.7175141242937854"
"yeast","100","0.2","0.5","1","-43.93","70.71","-0.7062146892655368"
"yeast","100","0.2","0.5","2","-0.0","49.68","-0.711864406779661"
"yeast","100","0.2","0.5","5","-0.0","49.68","-0.7231638418079096"
"yeast","100","0.2","0.5","8","-0.0","0.0","-0.7570621468926554"
"yeast","100","0.2","0.5","6","-0.0","50.0","-0.7288135593220338"
"yeast","100","0.2","0.5","7","-0.0","50.0","-0.6384180790960452"
"yeast","100","0.2","0.5","9","-0.0","50.0","-0.7175141242937854"
