"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","-48.04","70.71","-0.7235772357723578"
"fly","100","0.2","0.5","1","-33.97","81.65","-0.6666666666666666"
"fly","100","0.2","0.5","2","-51.35999999999999","81.65","-0.7235772357723578"
"fly","100","0.2","0.5","3","-37.8","81.65","-0.5528455284552846"
"fly","100","0.2","0.5","4","-36.309999999999995","75.59","-0.7154471544715447"
"fly","100","0.2","0.5","6","-50.0","88.64","-0.6422764227642277"
"fly","100","0.2","0.5","5","-50.0","86.6","-0.6585365853658537"
"fly","100","0.2","0.5","9","-68.47","92.58","-0.6829268292682927"
"fly","100","0.2","0.5","7","-33.85","81.65","-0.5691056910569106"
"fly","100","0.2","0.5","8","-30.620000000000005","86.6","-0.6016260162601627"
"mouse","100","0.2","0.9","1","-66.67","86.6","-0.6290322580645161"
"mouse","100","0.2","0.9","3","-39.44","79.06","-0.6451612903225806"
"mouse","100","0.2","0.9","2","-29.81","79.06","-0.6989247311827957"
"mouse","100","0.2","0.9","0","-57.74","86.6","-0.6236559139784946"
"mouse","100","0.2","0.9","4","-44.72","86.6","-0.6129032258064516"
"mouse","100","0.2","0.9","5","-42.16","89.44","-0.6612903225806451"
"mouse","100","0.2","0.9","6","-41.83","83.67","-0.6290322580645161"
"mouse","100","0.2","0.9","7","-0.0","79.06","-0.6505376344086021"
"mouse","100","0.2","0.9","9","-0.0","89.44","-0.7150537634408602"
"mouse","100","0.2","0.9","8","-41.83","70.71","-0.6505376344086021"
"worm","100","0.2","0.9","0","-43.94","71.45","-0.4978723404255319"
"worm","100","0.2","0.9","4","-25.380000000000003","69.28","-0.6"
"worm","100","0.2","0.9","1","-48.42","70.84","-0.5276595744680851"
"worm","100","0.2","0.9","2","-44.330000000000005","70.63000000000001","-0.5702127659574469"
"worm","100","0.2","0.9","3","-35.89","72.76","-0.5106382978723404"
"worm","100","0.2","0.9","5","-46.79","68.44","-0.502127659574468"
"worm","100","0.2","0.9","7","-46.61","68.65","-0.548936170212766"
"worm","100","0.2","0.9","8","-53.89000000000001","63.83","-0.4978723404255319"
"worm","100","0.2","0.9","9","-43.51","73.85000000000001","-0.5234042553191489"
"worm","100","0.2","0.9","6","-48.33","70.32000000000001","-0.451063829787234"
"yeast","100","0.2","0.5","4","-0.0","83.21","-0.5245398773006135"
"yeast","100","0.2","0.5","3","-0.0","86.6","-0.6656441717791411"
"yeast","100","0.2","0.5","1","-75.64","86.6","-0.647239263803681"
"yeast","100","0.2","0.5","2","-0.0","86.22999999999999","-0.549079754601227"
"yeast","100","0.2","0.5","0","-40.35","86.6","-0.6042944785276073"
"yeast","100","0.2","0.5","7","-0.0","87.71","-0.5950920245398773"
"yeast","100","0.2","0.5","6","-0.0","69.34","-0.549079754601227"
"yeast","100","0.2","0.5","5","-44.46","85.49","-0.5214723926380368"
"yeast","100","0.2","0.5","8","-44.46","88.42999999999999","-0.558282208588957"
"yeast","100","0.2","0.5","9","-0.0","75.96000000000001","-0.5674846625766872"
