"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","","","","0","32.519999999999996","",""
"fly","","","","1","58.830000000000005","",""
"fly","","","","2","54.47","",""
"fly","","","","3","59.3","",""
"fly","","","","4","51.35999999999999","",""
"fly","","","","5","32.269999999999996","",""
"fly","","","","6","0.0","",""
"fly","","","","7","32.269999999999996","",""
"fly","","","","8","30.620000000000005","",""
"fly","","","","9","61.24000000000001","",""
"mouse","","","","0","57.74","",""
"mouse","","","","1","44.72","",""
"mouse","","","","2","47.14","",""
"mouse","","","","3","59.63","",""
"mouse","","","","4","36.51","",""
"mouse","","","","5","59.63","",""
"mouse","","","","6","44.72","",""
"mouse","","","","7","0.0","",""
"mouse","","","","8","35.36","",""
"mouse","","","","9","0.0","",""
"worm","","","","0","55.71","",""
"worm","","","","1","41.11","",""
"worm","","","","2","55.03","",""
"worm","","","","3","47.04","",""
"worm","","","","4","49.35","",""
"worm","","","","5","47.04","",""
"worm","","","","6","52.849999999999994","",""
"worm","","","","7","56.230000000000004","",""
"worm","","","","8","49.17","",""
"worm","","","","9","44.32","",""
"yeast","","","","0","69.88","",""
"yeast","","","","1","61.760000000000005","",""
"yeast","","","","2","61.760000000000005","",""
"yeast","","","","3","0.0","",""
"yeast","","","","4","43.93","",""
"yeast","","","","5","77.01","",""
"yeast","","","","6","44.2","",""
"yeast","","","","7","43.93","",""
"yeast","","","","8","43.4","",""
"yeast","","","","9","43.4","",""
