"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","1","-0.0","54.55","-0.8518518518518519"
"fly","100","0.2","0.5","4","-0.0","37.8","-0.9629629629629629"
"fly","100","0.2","0.5","0","-36.69","53.449999999999996","-0.8888888888888888"
"fly","100","0.2","0.5","2","-0.0","70.71","-0.7037037037037037"
"fly","100","0.2","0.5","3","-25.679999999999996","57.74","-0.7777777777777778"
"fly","100","0.2","0.5","7","-0.0","50.0","-0.9259259259259259"
"fly","100","0.2","0.5","5","-0.0","50.0","-0.8148148148148148"
"fly","100","0.2","0.5","6","-46.77","59.760000000000005","-0.7777777777777778"
"fly","100","0.2","0.5","8","-0.0","46.29","-0.8148148148148148"
"fly","100","0.2","0.5","9","-38.190000000000005","70.71","-0.7777777777777778"
"mouse","100","0.2","0.9","1","-0.0","54.769999999999996","-0.8775510204081632"
"mouse","100","0.2","0.9","2","-44.72","70.71","-0.8571428571428571"
"mouse","100","0.2","0.9","4","-0.0","50.0","-0.8367346938775511"
"mouse","100","0.2","0.9","0","-0.0","70.71","-0.8367346938775511"
"mouse","100","0.2","0.9","3","-0.0","47.43","-0.8571428571428571"
"mouse","100","0.2","0.9","7","-0.0","44.72","-0.9183673469387755"
"mouse","100","0.2","0.9","5","-29.81","63.24999999999999","-0.8367346938775511"
"mouse","100","0.2","0.9","6","-0.0","54.769999999999996","-0.8571428571428571"
"mouse","100","0.2","0.9","9","-0.0","63.24999999999999","-0.9387755102040817"
"mouse","100","0.2","0.9","8","-0.0","54.769999999999996","-0.8163265306122449"
"worm","100","0.2","0.9","3","-32.82","56.05","-0.7"
"worm","100","0.2","0.9","1","-17.78","65.39","-0.5111111111111111"
"worm","100","0.2","0.9","4","-31.919999999999998","62.029999999999994","-0.5666666666666667"
"worm","100","0.2","0.9","2","-49.830000000000005","57.78","-0.5"
"worm","100","0.2","0.9","0","-18.57","63.24999999999999","-0.4888888888888889"
"worm","100","0.2","0.9","5","-41.49","61.970000000000006","-0.5777777777777777"
"worm","100","0.2","0.9","8","-32.46","58.650000000000006","-0.5666666666666667"
"worm","100","0.2","0.9","6","-18.11","67.2","-0.43333333333333335"
"worm","100","0.2","0.9","7","-37.49","61.970000000000006","-0.6"
"worm","100","0.2","0.9","9","-26.05","55.47","-0.4666666666666667"
"yeast","100","0.2","0.5","1","-44.46","70.71","-0.7407407407407407"
"yeast","100","0.2","0.5","0","-70.71","86.05000000000001","-0.6074074074074074"
"yeast","100","0.2","0.5","3","-0.0","75.96000000000001","-0.5185185185185185"
"yeast","100","0.2","0.5","2","-44.72","79.25999999999999","-0.562962962962963"
"yeast","100","0.2","0.5","4","-0.0","73.38","-0.5555555555555556"
"yeast","100","0.2","0.5","7","-0.0","81.65","-0.45925925925925926"
"yeast","100","0.2","0.5","5","-69.88","71.61","-0.5555555555555556"
"yeast","100","0.2","0.5","6","-0.0","72.5","-0.5333333333333333"
"yeast","100","0.2","0.5","8","-0.0","82.43","-0.5037037037037037"
"yeast","100","0.2","0.5","9","-0.0","74.25","-0.5555555555555556"
