,Normal,Normal,T(3),T(3),T(4),T(4),T(5),T(5),T(6),T(6),T(7),T(7),T(8),T(8),T(9),T(9),T(10),T(10)
,Average,Ratio Reduction,Average,Ratio Reduction,Average,Ratio Reduction,Average,Ratio Reduction,Average,Ratio Reduction,Average,Ratio Reduction,Average,Ratio Reduction,Average,Ratio Reduction,Average,Ratio Reduction
fly,"(19.066, 25.1)","(56.61, 2.9)","(25.894, 18.3)*","(65.457, 3.9)","(21.058, 22.9)*","(72.569, 2.3)","(17.417, 23.1)","(76.747, 4.4)","(12.278, 20.4)","(81.627, 7.1)","(3.78, 11.9)","(87.761, 2.0)","(3.78, 11.9)","(91.8, 1.7)","(3.78, 11.9)","(95.833, 1.4)","(0.0, 0.0)","(100.0, 0.0)"
mouse,"(38.006, 28.1)*","(56.676, 1.1)","(31.294, 22.1)*","(64.936, 2.6)","(31.949, 23.0)*","(68.156, 4.8)","(23.662, 25.2)","(75.43, 1.1)","(17.599, 22.7)","(79.562, 0.9)","(0.0, 0.0)","(82.647, 1.3)","(0.0, 0.0)","(87.564, 1.0)","(8.943, 18.8)","(91.578, 1.3)","(0.0, 0.0)","(94.285, 1.2)"
worm,"(41.262, 7.9)*","(53.596, 1.2)","(38.994, 10.3)*","(57.096, 3.0)","(36.553, 8.3)*","(58.773, 3.8)","(34.801, 11.5)*","(58.765, 5.6)","(33.778, 11.1)","(61.458, 4.9)","(29.079, 11.0)","(64.936, 2.4)","(29.929, 10.1)","(67.984, 5.5)","(28.96, 10.2)","(69.909, 7.3)","(22.6, 16.2)","(73.888, 8.4)"
yeast,"(16.268, 21.4)*","(58.461, 0.9)","(0.0, 0.0)","(63.715, 0.8)","(4.471, 14.1)","(65.87, 1.5)","(0.0, 0.0)","(68.742, 0.9)","(4.446, 14.0)","(71.165, 0.9)","(0.0, 0.0)","(73.495, 0.8)","(0.0, 0.0)","(75.367, 1.2)","(0.0, 0.0)","(76.375, 1.4)","(0.0, 0.0)","(78.222, 0.7)"
