"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","0.0","37.8","0.9444444444444444"
"fly","100","0.2","0.5","1","0.0","51.18000000000001","0.8333333333333334"
"fly","100","0.2","0.5","2","0.0","0.0","1.0"
"fly","100","0.2","0.5","3","37.8","65.47","0.8333333333333334"
"fly","100","0.2","0.5","4","0.0","37.8","0.9722222222222222"
"fly","100","0.2","0.5","5","0.0","53.449999999999996","0.9444444444444444"
"fly","100","0.2","0.5","6","0.0","62.68","0.9166666666666666"
"fly","100","0.2","0.5","7","0.0","65.47","0.9166666666666666"
"fly","100","0.2","0.5","8","0.0","37.8","0.9722222222222222"
"fly","100","0.2","0.5","9","50.0","75.59","0.7222222222222222"
"mouse","100","0.2","0.9","0","0.0","44.72","0.9122807017543859"
"mouse","100","0.2","0.9","1","0.0","0.0","0.8947368421052632"
"mouse","100","0.2","0.9","2","0.0","0.0","0.9122807017543859"
"mouse","100","0.2","0.9","3","0.0","44.72","0.8771929824561403"
"mouse","100","0.2","0.9","4","44.72","44.72","0.8947368421052632"
"mouse","100","0.2","0.9","5","0.0","77.46","0.8771929824561403"
"mouse","100","0.2","0.9","6","0.0","0.0","0.9473684210526315"
"mouse","100","0.2","0.9","7","0.0","44.72","0.8771929824561403"
"mouse","100","0.2","0.9","8","0.0","0.0","0.9122807017543859"
"mouse","100","0.2","0.9","9","44.72","77.46","0.8771929824561403"
"worm","100","0.2","0.9","0","31.35","48.089999999999996","0.7207207207207207"
"worm","100","0.2","0.9","1","34.57","56.63","0.7117117117117117"
"worm","100","0.2","0.9","2","54.769999999999996","55.00000000000001","0.6936936936936937"
"worm","100","0.2","0.9","3","18.59","62.08","0.7117117117117117"
"worm","100","0.2","0.9","4","26.729999999999997","48.99","0.7657657657657657"
"worm","100","0.2","0.9","5","18.9","48.54","0.7567567567567568"
"worm","100","0.2","0.9","6","26.06","44.31","0.7027027027027027"
"worm","100","0.2","0.9","7","44.35","48.54","0.6486486486486487"
"worm","100","0.2","0.9","8","0.0","43.03","0.7837837837837838"
"worm","100","0.2","0.9","9","31.900000000000002","53.94","0.6396396396396397"
"yeast","100","0.2","0.5","0","0.0","50.0","0.73125"
"yeast","100","0.2","0.5","1","43.93","70.71","0.725"
"yeast","100","0.2","0.5","2","0.0","49.68","0.725"
"yeast","100","0.2","0.5","3","0.0","70.71","0.71875"
"yeast","100","0.2","0.5","4","0.0","50.0","0.73125"
"yeast","100","0.2","0.5","5","0.0","49.68","0.74375"
"yeast","100","0.2","0.5","6","0.0","50.0","0.74375"
"yeast","100","0.2","0.5","7","0.0","50.0","0.61875"
"yeast","100","0.2","0.5","8","0.0","0.0","0.76875"
"yeast","100","0.2","0.5","9","0.0","0.0","0.79375"
