organism,populationSize,mutationProbability,crossoverProbability,kValue,runningDataset,fold,GMean,selectionRate,Best GMean AGMO
Drosophila melanogaster,100,0.4000000059604645,0.699999988079071,9,CC,3,0.5096471914376255,0.8042328042328042,0.6837634587578277
Drosophila melanogaster,100,0.4000000059604645,0.699999988079071,9,MF,3,0.6546536707079771,0.6404199475065617,0.6546536707079771
Drosophila melanogaster,100,0.4000000059604645,0.699999988079071,9,MFCC,3,0.6241877839323592,0.6754385964912281,0.6241877839323592
Drosophila melanogaster,100,0.4000000059604645,0.699999988079071,9,BP,3,0.8451542547285166,0.6979362101313321,0.8451542547285166
Drosophila melanogaster,100,0.4000000059604645,0.699999988079071,9,BPCC,3,0.7559289460184544,0.6772908366533864,0.7559289460184544
Drosophila melanogaster,100,0.4000000059604645,0.699999988079071,9,BPMF,3,0.9534625892455924,0.718728403593642,0.9534625892455924
Drosophila melanogaster,100,0.4000000059604645,0.699999988079071,9,BPMFCC,3,0.9258200997725514,0.761002444987775,0.9258200997725514
Mus musculus,100,0.4000000059604645,0.699999988079071,9,CC,3,0.8660254037844386,0.5061349693251533,0.8660254037844386
Mus musculus,100,0.4000000059604645,0.699999988079071,9,MF,3,0.8100925873009825,0.6753246753246753,0.8100925873009825
Mus musculus,100,0.4000000059604645,0.699999988079071,9,MFCC,3,0.8660254037844386,0.5098265895953757,0.8660254037844386
Mus musculus,100,0.4000000059604645,0.699999988079071,9,BP,3,0.8660254037844386,0.6886531365313653,0.8660254037844386
Mus musculus,100,0.4000000059604645,0.699999988079071,9,BPCC,3,0.7071067811865476,0.48556535685645547,0.7071067811865476
Mus musculus,100,0.4000000059604645,0.699999988079071,9,BPMF,3,0.8660254037844386,0.7646841521980051,0.8660254037844386
Mus musculus,100,0.4000000059604645,0.699999988079071,9,BPMFCC,3,0.8100925873009825,0.7474447741510056,0.8100925873009825
Caenorhabditis elegans,100,0.4000000059604645,0.699999988079071,9,CC,3,0.7388220273960979,0.8670076726342711,0.7768849952586214
Caenorhabditis elegans,100,0.4000000059604645,0.699999988079071,9,MF,3,0.5845647751373333,0.7342857142857143,0.5845647751373333
Caenorhabditis elegans,100,0.4000000059604645,0.699999988079071,9,MFCC,3,0.7353097805501985,0.7589367552703942,0.7353097805501985
Caenorhabditis elegans,100,0.4000000059604645,0.699999988079071,9,BP,3,0.7143913700387196,0.73821609862219,0.7143913700387196
Caenorhabditis elegans,100,0.4000000059604645,0.699999988079071,9,BPCC,3,0.795233581851359,0.8519774011299435,0.795233581851359
Caenorhabditis elegans,100,0.4000000059604645,0.699999988079071,9,BPMF,3,0.7050116453778216,0.8133718133718134,0.7050116453778216
Caenorhabditis elegans,100,0.4000000059604645,0.699999988079071,9,BPMFCC,3,0.7740235306730041,0.9275303643724696,0.7740235306730041
Saccharomyces cerevisiae,100,0.4000000059604645,0.699999988079071,9,CC,3,0.0,0.7246376811594203,0.4472135954999579
Saccharomyces cerevisiae,100,0.4000000059604645,0.699999988079071,9,MF,3,0.4472135954999579,0.8341346153846154,0.6324555320336759
Saccharomyces cerevisiae,100,0.4000000059604645,0.699999988079071,9,MFCC,3,0.4472135954999579,0.7038523274478331,0.4472135954999579
Saccharomyces cerevisiae,100,0.4000000059604645,0.699999988079071,9,BP,3,0.0,0.46203438395415475,0.0
Saccharomyces cerevisiae,100,0.4000000059604645,0.699999988079071,9,BPCC,3,0.0,0.4712707182320442,0.0
Saccharomyces cerevisiae,100,0.4000000059604645,0.699999988079071,9,BPMF,3,0.4472135954999579,0.5215439856373429,0.4472135954999579
Saccharomyces cerevisiae,100,0.4000000059604645,0.699999988079071,9,BPMFCC,3,0.4472135954999579,0.7119606358819076,0.4472135954999579
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,1,CC,3,0.8451542547285166,0.8677248677248677,0.8451542547285166
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,1,MF,3,0.9258200997725514,0.6955380577427821,0.9258200997725514
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,1,MFCC,3,0.9258200997725514,0.8614035087719298,0.9258200997725514
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,1,BP,3,0.9534625892455924,0.7532833020637899,0.9534625892455924
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,1,BPCC,3,0.9534625892455924,0.6725099601593626,0.9534625892455924
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,1,BPMF,3,0.9045340337332909,0.7401520387007602,0.9045340337332909
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,1,BPMFCC,3,0.9534625892455924,0.687041564792176,0.9534625892455924
Mus musculus,150,0.4000000059604645,0.699999988079071,1,CC,3,1.0,0.6411042944785276,1.0
Mus musculus,150,0.4000000059604645,0.699999988079071,1,MF,3,0.9354143466934853,0.7309833024118738,0.9354143466934853
Mus musculus,150,0.4000000059604645,0.699999988079071,1,MFCC,3,1.0,0.6728323699421965,1.0
Mus musculus,150,0.4000000059604645,0.699999988079071,1,BP,3,0.8100925873009825,0.5193726937269373,0.8100925873009825
Mus musculus,150,0.4000000059604645,0.699999988079071,1,BPCC,3,0.9354143466934853,0.7862870890136328,0.9354143466934853
Mus musculus,150,0.4000000059604645,0.699999988079071,1,BPMF,3,0.8100925873009825,0.7022534170668637,0.8100925873009825
Mus musculus,150,0.4000000059604645,0.699999988079071,1,BPMFCC,3,0.9354143466934853,0.7039235080778108,0.9354143466934853
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,1,CC,3,0.7050116453778216,0.8337595907928389,0.7759323462243083
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,1,MF,3,0.7653749516204769,0.88,0.7653749516204769
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,1,MFCC,3,0.7682686290553146,0.7836846929422548,0.7682686290553146
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,1,BP,3,0.8338262841799539,0.854967367657723,0.8338262841799539
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,1,BPCC,3,0.7980189969710164,0.8875706214689265,0.7980189969710164
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,1,BPMF,3,0.8213137116947162,0.785954785954786,0.8213137116947162
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,1,BPMFCC,3,0.7863480115484951,0.7659919028340081,0.7863480115484951
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,1,CC,3,0.0,0.7874396135265701,0.5902432522055576
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,1,MF,3,0.762000762001143,0.7584134615384616,0.762000762001143
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,1,MFCC,3,0.6117136163165708,0.8972712680577849,0.6117136163165708
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,1,BP,3,0.762000762001143,0.671919770773639,0.762000762001143
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,1,BPCC,3,0.762000762001143,0.8546961325966851,0.762000762001143
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,1,BPMF,3,0.762000762001143,0.6925493716337523,0.762000762001143
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,1,BPMFCC,3,0.6221710168382552,0.7464042392127176,0.6221710168382552
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,5,CC,3,0.6837634587578277,0.6031746031746031,0.6837634587578277
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,5,MF,3,0.6546536707079771,0.46194225721784776,0.6546536707079771
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,5,MFCC,3,0.7207499701564472,0.6842105263157895,0.7207499701564472
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,5,BP,3,0.8451542547285166,0.6866791744840526,0.8451542547285166
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,5,BPCC,3,0.8451542547285166,0.6557768924302789,0.8451542547285166
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,5,BPMF,3,0.9534625892455924,0.8147892190739461,0.9534625892455924
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,5,BPMFCC,3,0.9258200997725514,0.6858190709046454,0.9258200997725514
Mus musculus,150,0.4000000059604645,0.699999988079071,5,CC,3,1.0,0.7208588957055214,1.0
Mus musculus,150,0.4000000059604645,0.699999988079071,5,MF,3,0.7905694150420949,0.7105751391465677,0.7905694150420949
Mus musculus,150,0.4000000059604645,0.699999988079071,5,MFCC,3,0.8660254037844386,0.5271676300578034,0.8660254037844386
Mus musculus,150,0.4000000059604645,0.699999988079071,5,BP,3,0.8660254037844386,0.6951107011070111,0.8660254037844386
Mus musculus,150,0.4000000059604645,0.699999988079071,5,BPCC,3,0.8100925873009825,0.7590216519647153,0.8100925873009825
Mus musculus,150,0.4000000059604645,0.699999988079071,5,BPMF,3,0.8100925873009825,0.6808274842999631,0.8100925873009825
Mus musculus,150,0.4000000059604645,0.699999988079071,5,BPMFCC,3,0.8100925873009825,0.6887570062644247,0.8100925873009825
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,5,CC,3,0.7438107540697584,0.80306905370844,0.7882269819968922
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,5,MF,3,0.6201736729460423,0.8285714285714286,0.6201736729460423
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,5,MFCC,3,0.7825765365144539,0.9615032080659945,0.7825765365144539
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,5,BP,3,0.7297563831157798,0.8448150833937635,0.7297563831157798
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,5,BPCC,3,0.7975554366664508,0.8305084745762712,0.7975554366664508
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,5,BPMF,3,0.7216024245882199,0.822029822029822,0.7216024245882199
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,5,BPMFCC,3,0.7590674752304057,0.8194331983805668,0.7590674752304057
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,5,CC,3,0.0,0.6763285024154589,0.4325468462415931
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,5,MF,3,0.0,0.7127403846153846,0.6117136163165708
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,5,MFCC,3,0.4472135954999579,0.6942215088282504,0.4472135954999579
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,5,BP,3,0.0,0.6948424068767909,0.4472135954999579
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,5,BPCC,3,0.4399413450640599,0.6812154696132596,0.4399413450640599
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,5,BPMF,3,0.4472135954999579,0.4829443447037702,0.4472135954999579
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,5,BPMFCC,3,0.4472135954999579,0.514004542013626,0.4472135954999579
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,9,CC,3,0.5096471914376255,0.7301587301587301,0.6837634587578277
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,9,MF,3,0.0,0.7270341207349081,0.6241877839323592
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,9,MFCC,3,0.6241877839323592,0.6719298245614035,0.6241877839323592
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,9,BP,3,0.8451542547285166,0.6829268292682927,0.8451542547285166
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,9,BPCC,3,0.7559289460184544,0.6749003984063745,0.7559289460184544
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,9,BPMF,3,0.9534625892455924,0.7525915687629579,0.9534625892455924
Drosophila melanogaster,150,0.4000000059604645,0.699999988079071,9,BPMFCC,3,0.9258200997725514,0.8062347188264058,0.9258200997725514
Mus musculus,150,0.4000000059604645,0.699999988079071,9,CC,3,0.8660254037844386,0.4938650306748466,0.8660254037844386
Mus musculus,150,0.4000000059604645,0.699999988079071,9,MF,3,0.7905694150420949,0.6753246753246753,0.7905694150420949
Mus musculus,150,0.4000000059604645,0.699999988079071,9,MFCC,3,1.0,0.7491329479768786,1.0
Mus musculus,150,0.4000000059604645,0.699999988079071,9,BP,3,0.8660254037844386,0.6821955719557196,0.8660254037844386
Mus musculus,150,0.4000000059604645,0.699999988079071,9,BPCC,3,0.7071067811865476,0.48917401764234164,0.7071067811865476
Mus musculus,150,0.4000000059604645,0.699999988079071,9,BPMF,3,0.8100925873009825,0.6767639453269302,0.8100925873009825
Mus musculus,150,0.4000000059604645,0.699999988079071,9,BPMFCC,3,0.8100925873009825,0.5047807451368282,0.8100925873009825
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,9,CC,3,0.7133552688842849,0.8209718670076727,0.7759323462243083
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,9,MF,3,0.6032456592830047,0.8042857142857143,0.6032456592830047
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,9,MFCC,3,0.737820234355803,0.6746104491292392,0.737820234355803
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,9,BP,3,0.7373188274108006,0.7171863669325598,0.7373188274108006
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,9,BPCC,3,0.8067760370539627,0.9401129943502825,0.8067760370539627
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,9,BPMF,3,0.6907032690795373,0.77008177008177,0.6907032690795373
Caenorhabditis elegans,150,0.4000000059604645,0.699999988079071,9,BPMFCC,3,0.7740235306730041,0.8465587044534413,0.7740235306730041
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,9,CC,3,0.0,0.6835748792270532,0.4325468462415931
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,9,MF,3,0.4472135954999579,0.6694711538461539,0.4472135954999579
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,9,MFCC,3,0.4472135954999579,0.6629213483146067,0.4472135954999579
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,9,BP,3,0.0,0.7012893982808023,0.6221710168382552
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,9,BPCC,3,0.0,0.47292817679558014,0.0
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,9,BPMF,3,0.4472135954999579,0.6795332136445242,0.4472135954999579
Saccharomyces cerevisiae,150,0.4000000059604645,0.699999988079071,9,BPMFCC,3,0.4472135954999579,0.5128690386071159,0.4472135954999579
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,1,CC,3,0.8451542547285166,0.7724867724867724,0.8451542547285166
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,1,MF,3,0.7207499701564472,0.7664041994750657,0.8827348295047495
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,1,MFCC,3,0.8827348295047495,0.7526315789473684,0.8827348295047495
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,1,BP,3,0.9534625892455924,0.7776735459662288,0.9534625892455924
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,1,BPCC,3,0.9534625892455924,0.6756972111553785,0.9534625892455924
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,1,BPMF,3,0.9045340337332909,0.7643400138217,0.9045340337332909
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,1,BPMFCC,3,0.9534625892455924,0.6876528117359413,0.9534625892455924
Mus musculus,200,0.4000000059604645,0.699999988079071,1,CC,3,1.0,0.6319018404907976,1.0
Mus musculus,200,0.4000000059604645,0.699999988079071,1,MF,3,0.9354143466934853,0.7625231910946196,0.9354143466934853
Mus musculus,200,0.4000000059604645,0.699999988079071,1,MFCC,3,1.0,0.4820809248554913,1.0
Mus musculus,200,0.4000000059604645,0.699999988079071,1,BP,3,0.8100925873009825,0.6854243542435424,0.8100925873009825
Mus musculus,200,0.4000000059604645,0.699999988079071,1,BPCC,3,0.8660254037844386,0.48917401764234164,0.8660254037844386
Mus musculus,200,0.4000000059604645,0.699999988079071,1,BPMF,3,0.8100925873009825,0.7011451791651274,0.8100925873009825
Mus musculus,200,0.4000000059604645,0.699999988079071,1,BPMFCC,3,0.8660254037844386,0.7108473458621827,0.8660254037844386
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,1,CC,3,0.7133552688842849,0.8337595907928389,0.7759323462243083
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,1,MF,3,0.760527689741738,0.7885714285714286,0.760527689741738
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,1,MFCC,3,0.7653749516204769,0.9000916590284143,0.7653749516204769
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,1,BP,3,0.8364831988819825,0.8527918781725888,0.8364831988819825
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,1,BPCC,3,0.8158924398306318,0.7909604519774012,0.8158924398306318
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,1,BPMF,3,0.795233581851359,0.8263588263588264,0.795233581851359
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,1,BPMFCC,3,0.7825765365144539,0.6886639676113361,0.7825765365144539
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,1,CC,3,0.0,0.7101449275362319,0.6117136163165708
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,1,MF,3,0.762000762001143,0.8028846153846154,0.762000762001143
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,1,MFCC,3,0.6324555320336759,0.7279293739967897,0.6324555320336759
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,1,BP,3,0.762000762001143,0.6962750716332379,0.762000762001143
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,1,BPCC,3,0.7491931143441223,0.7662983425414365,0.7491931143441223
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,1,BPMF,3,0.762000762001143,0.5031418312387792,0.762000762001143
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,1,BPMFCC,3,0.6117136163165708,0.6854655563966692,0.6117136163165708
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,5,CC,3,0.5096471914376255,0.6825396825396826,0.7644707871564383
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,5,MF,3,0.6546536707079771,0.5013123359580053,0.6546536707079771
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,5,MFCC,3,0.7644707871564383,0.7228070175438597,0.7644707871564383
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,5,BP,3,0.8451542547285166,0.6772983114446529,0.8451542547285166
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,5,BPCC,3,0.8451542547285166,0.6820717131474103,0.8451542547285166
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,5,BPMF,3,1.0,0.7781617138908086,1.0
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,5,BPMFCC,3,0.9258200997725514,0.6882640586797066,0.9258200997725514
Mus musculus,200,0.4000000059604645,0.699999988079071,5,CC,3,0.9354143466934853,0.7883435582822086,0.9354143466934853
Mus musculus,200,0.4000000059604645,0.699999988079071,5,MF,3,0.7905694150420949,0.6846011131725418,0.7905694150420949
Mus musculus,200,0.4000000059604645,0.699999988079071,5,MFCC,3,0.8660254037844386,0.6763005780346821,0.8660254037844386
Mus musculus,200,0.4000000059604645,0.699999988079071,5,BP,3,0.8660254037844386,0.6757380073800738,0.8660254037844386
Mus musculus,200,0.4000000059604645,0.699999988079071,5,BPCC,3,0.8100925873009825,0.6844426623897354,0.8100925873009825
Mus musculus,200,0.4000000059604645,0.699999988079071,5,BPMF,3,0.8100925873009825,0.6819357222016993,0.8100925873009825
Mus musculus,200,0.4000000059604645,0.699999988079071,5,BPMFCC,3,0.8100925873009825,0.6848005275304978,0.8100925873009825
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,5,CC,3,0.7522156621387672,0.8465473145780051,0.7980189969710164
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,5,MF,3,0.5826637464439661,0.8628571428571429,0.6123724356957945
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,5,MFCC,3,0.7773608819772205,0.8725939505041247,0.7773608819772205
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,5,BP,3,0.7112785388041126,0.7592458303118201,0.7457969011409737
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,5,BPCC,3,0.8067760370539627,0.8598870056497175,0.8067760370539627
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,5,BPMF,3,0.7216024245882199,0.8162578162578162,0.7216024245882199
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,5,BPMFCC,3,0.7653749516204769,0.7979757085020243,0.7653749516204769
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,5,CC,3,0.0,0.6811594202898551,0.5792096951603469
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,5,MF,3,0.0,0.7391826923076923,0.6117136163165708
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,5,MFCC,3,0.4472135954999579,0.6894060995184591,0.4472135954999579
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,5,BP,3,0.0,0.6912607449856734,0.6117136163165708
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,5,BPCC,3,0.0,0.519889502762431,0.4472135954999579
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,5,BPMF,3,0.4472135954999579,0.4856373429084381,0.4472135954999579
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,5,BPMFCC,3,0.4472135954999579,0.5018925056775171,0.4472135954999579
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,9,CC,3,0.592156525463792,0.7301587301587301,0.7207499701564473
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,9,MF,3,0.6241877839323592,0.5118110236220472,0.6241877839323592
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,9,MFCC,3,0.6837634587578277,0.6824561403508772,0.6837634587578277
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,9,BP,3,0.8451542547285166,0.7279549718574109,0.8451542547285166
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,9,BPCC,3,0.7559289460184544,0.5051792828685259,0.7559289460184544
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,9,BPMF,3,1.0,0.8355217691776089,1.0
Drosophila melanogaster,200,0.4000000059604645,0.699999988079071,9,BPMFCC,3,0.9258200997725514,0.7035452322738386,0.9258200997725514
Mus musculus,200,0.4000000059604645,0.699999988079071,9,CC,3,0.8660254037844386,0.5061349693251533,0.8660254037844386
Mus musculus,200,0.4000000059604645,0.699999988079071,9,MF,3,0.7905694150420949,0.7495361781076066,0.7905694150420949
Mus musculus,200,0.4000000059604645,0.699999988079071,9,MFCC,3,0.9354143466934853,0.5156069364161849,0.9354143466934853
Mus musculus,200,0.4000000059604645,0.699999988079071,9,BP,3,0.8660254037844386,0.684040590405904,0.8660254037844386
Mus musculus,200,0.4000000059604645,0.699999988079071,9,BPCC,3,0.7071067811865476,0.47754611066559743,0.7071067811865476
Mus musculus,200,0.4000000059604645,0.699999988079071,9,BPMF,3,0.8660254037844386,0.6834133727373476,0.8660254037844386
Mus musculus,200,0.4000000059604645,0.699999988079071,9,BPMFCC,3,0.8660254037844386,0.6946917243653149,0.8660254037844386
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,9,CC,3,0.7353097805501985,0.8184143222506394,0.8040209600141104
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,9,MF,3,0.6201736729460423,0.8728571428571429,0.6201736729460423
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,9,MFCC,3,0.7267093702958147,0.8065994500458296,0.7267093702958147
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,9,BP,3,0.737820234355803,0.6751269035532995,0.737820234355803
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,9,BPCC,3,0.7882269819968922,0.8418079096045198,0.7882269819968922
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,9,BPMF,3,0.6907032690795373,0.8023088023088023,0.6907032690795373
Caenorhabditis elegans,200,0.4000000059604645,0.699999988079071,9,BPMFCC,3,0.760527689741738,0.8874493927125506,0.760527689741738
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,9,CC,3,0.0,0.7125603864734299,0.4399413450640599
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,9,MF,3,0.0,0.6862980769230769,0.5679618342470648
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,9,MFCC,3,0.4472135954999579,0.4823434991974318,0.4472135954999579
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,9,BP,3,0.0,0.45272206303724927,0.0
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,9,BPCC,3,0.0,0.4696132596685083,0.0
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,9,BPMF,3,0.4472135954999579,0.5031418312387792,0.4472135954999579
Saccharomyces cerevisiae,200,0.4000000059604645,0.699999988079071,9,BPMFCC,3,0.0,0.4738834216502649,0.0
Drosophila melanogaster,100,0.4000000059604645,0.8999999761581421,1,CC,3,0.8058229640253803,0.6031746031746031,0.8058229640253803
Drosophila melanogaster,100,0.4000000059604645,0.8999999761581421,1,MF,3,0.8827348295047495,0.821522309711286,0.8827348295047495
Drosophila melanogaster,100,0.4000000059604645,0.8999999761581421,1,MFCC,3,0.8827348295047495,0.7982456140350878,0.8827348295047495
Drosophila melanogaster,100,0.4000000059604645,0.8999999761581421,1,BP,3,0.9534625892455924,0.6801125703564728,0.9534625892455924
Drosophila melanogaster,100,0.4000000059604645,0.8999999761581421,1,BPCC,3,0.9534625892455924,0.6820717131474103,0.9534625892455924
Drosophila melanogaster,100,0.4000000059604645,0.8999999761581421,1,BPMF,3,0.8827348295047495,0.7021423635107118,0.8827348295047495
Drosophila melanogaster,100,0.4000000059604645,0.8999999761581421,1,BPMFCC,3,0.9534625892455924,0.6900977995110025,0.9534625892455924
Mus musculus,100,0.4000000059604645,0.8999999761581421,1,CC,3,1.0,0.656441717791411,1.0
Mus musculus,100,0.4000000059604645,0.8999999761581421,1,MF,3,0.9354143466934853,0.6827458256029685,0.9354143466934853
Mus musculus,100,0.4000000059604645,0.8999999761581421,1,MFCC,3,1.0,0.6797687861271676,1.0
Mus musculus,100,0.4000000059604645,0.8999999761581421,1,BP,3,0.8100925873009825,0.4912361623616236,0.8100925873009825
Mus musculus,100,0.4000000059604645,0.8999999761581421,1,BPCC,3,0.8660254037844386,0.6884522854851644,0.8660254037844386
Mus musculus,100,0.4000000059604645,0.8999999761581421,1,BPMF,3,0.8100925873009825,0.6922792759512375,0.8100925873009825
Mus musculus,100,0.4000000059604645,0.8999999761581421,1,BPMFCC,3,0.9354143466934853,0.7566765578635015,0.9354143466934853
Caenorhabditis elegans,100,0.4000000059604645,0.8999999761581421,1,CC,3,0.5639568576390454,0.7570332480818415,0.77163087106688
Caenorhabditis elegans,100,0.4000000059604645,0.8999999761581421,1,MF,3,0.7653749516204769,0.8914285714285715,0.7653749516204769
Caenorhabditis elegans,100,0.4000000059604645,0.8999999761581421,1,MFCC,3,0.7682686290553146,0.7836846929422548,0.7682686290553146
Caenorhabditis elegans,100,0.4000000059604645,0.8999999761581421,1,BP,3,0.8338262841799539,0.8324873096446701,0.8338262841799539
Caenorhabditis elegans,100,0.4000000059604645,0.8999999761581421,1,BPCC,3,0.7980189969710164,0.8180790960451978,0.7980189969710164
Caenorhabditis elegans,100,0.4000000059604645,0.8999999761581421,1,BPMF,3,0.7863480115484951,0.7941317941317941,0.7863480115484951
Caenorhabditis elegans,100,0.4000000059604645,0.8999999761581421,1,BPMFCC,3,0.7863480115484951,0.7672064777327935,0.7863480115484951
