"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","1","-48.04","65.47","-0.6703296703296703"
"fly","100","0.2","0.5","2","-0.0","37.8","-0.7106227106227107"
"fly","100","0.2","0.5","4","-0.0","37.8","-0.6886446886446886"
"fly","100","0.2","0.5","0","-33.97","53.449999999999996","-0.6703296703296703"
"fly","100","0.2","0.5","3","-36.309999999999995","65.47","-0.6886446886446886"
"fly","100","0.2","0.5","5","-0.0","53.449999999999996","-0.663003663003663"
"fly","100","0.2","0.5","6","-0.0","72.37","-0.6007326007326007"
"fly","100","0.2","0.5","7","-32.269999999999996","65.47","-0.652014652014652"
"fly","100","0.2","0.5","9","-45.64","72.37","-0.6373626373626373"
"fly","100","0.2","0.5","8","-0.0","75.59","-0.6117216117216118"
"mouse","100","0.2","0.9","3","-0.0","63.24999999999999","-0.6404255319148936"
"mouse","100","0.2","0.9","4","-42.16","0.0","-0.6595744680851063"
"mouse","100","0.2","0.9","1","-44.72","44.72","-0.6553191489361702"
"mouse","100","0.2","0.9","2","-44.72","44.72","-0.6468085106382979"
"mouse","100","0.2","0.9","0","-57.74","63.24999999999999","-0.6404255319148936"
"mouse","100","0.2","0.9","5","-44.72","77.46","-0.6510638297872341"
"mouse","100","0.2","0.9","8","-44.72","0.0","-0.6617021276595745"
"mouse","100","0.2","0.9","7","-0.0","63.24999999999999","-0.6446808510638298"
"mouse","100","0.2","0.9","6","-44.72","44.72","-0.6468085106382979"
"mouse","100","0.2","0.9","9","-0.0","63.24999999999999","-0.6191489361702127"
"worm","100","0.2","0.9","1","-34.910000000000004","55.00000000000001","-0.5526881720430108"
"worm","100","0.2","0.9","4","-36.54","56.05","-0.589247311827957"
"worm","100","0.2","0.9","3","-36.21","63.870000000000005","-0.5290322580645161"
"worm","100","0.2","0.9","0","-35.56","68.76","-0.5311827956989247"
"worm","100","0.2","0.9","2","-57.24","61.5","-0.5612903225806452"
"worm","100","0.2","0.9","9","-31.05","61.45","-0.5913978494623656"
"worm","100","0.2","0.9","8","-37.169999999999995","54.43","-0.5827956989247312"
"worm","100","0.2","0.9","6","-30.509999999999998","64.5","-0.5204301075268817"
"worm","100","0.2","0.9","5","-41.91","56.05","-0.535483870967742"
"worm","100","0.2","0.9","7","-48.33","48.089999999999996","-0.578494623655914"
"yeast","100","0.2","0.5","1","-0.0","0.0","-0.6432078559738135"
"yeast","100","0.2","0.5","0","-0.0","50.0","-0.6333878887070377"
"yeast","100","0.2","0.5","3","-0.0","0.0","-0.6366612111292962"
"yeast","100","0.2","0.5","4","-0.0","50.0","-0.6072013093289689"
"yeast","100","0.2","0.5","2","-0.0","0.0","-0.6415711947626841"
"yeast","100","0.2","0.5","5","-0.0","0.0","-0.646481178396072"
"yeast","100","0.2","0.5","6","-0.0","49.68","-0.6235679214402619"
"yeast","100","0.2","0.5","9","-0.0","0.0","-0.6366612111292962"
"yeast","100","0.2","0.5","7","-0.0","50.0","-0.6219312602291326"
"yeast","100","0.2","0.5","8","-44.72","0.0","-0.6415711947626841"
