"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","","","","0","0.0","",""
"fly","","","","1","70.71","",""
"fly","","","","2","49.17","",""
"fly","","","","3","57.42","",""
"fly","","","","4","83.21","",""
"fly","","","","5","0.0","",""
"fly","","","","6","32.269999999999996","",""
"fly","","","","7","39.53","",""
"fly","","","","8","30.620000000000005","",""
"fly","","","","9","55.900000000000006","",""
"mouse","","","","0","40.82","",""
"mouse","","","","1","44.72","",""
"mouse","","","","2","0.0","",""
"mouse","","","","3","59.63","",""
"mouse","","","","4","39.44","",""
"mouse","","","","5","44.72","",""
"mouse","","","","6","61.24000000000001","",""
"mouse","","","","7","54.769999999999996","",""
"mouse","","","","8","38.73","",""
"mouse","","","","9","44.72","",""
"worm","","","","0","53.82","",""
"worm","","","","1","43.480000000000004","",""
"worm","","","","2","54.300000000000004","",""
"worm","","","","3","40.129999999999995","",""
"worm","","","","4","25.380000000000003","",""
"worm","","","","5","49.82","",""
"worm","","","","6","45.14","",""
"worm","","","","7","56.230000000000004","",""
"worm","","","","8","51.67","",""
"worm","","","","9","43.919999999999995","",""
"yeast","","","","0","69.88","",""
"yeast","","","","1","43.669999999999995","",""
"yeast","","","","2","44.46","",""
"yeast","","","","3","0.0","",""
"yeast","","","","4","0.0","",""
"yeast","","","","5","63.24999999999999","",""
"yeast","","","","6","0.0","",""
"yeast","","","","7","75.64","",""
"yeast","","","","8","61.760000000000005","",""
"yeast","","","","9","43.4","",""
