"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","4","-0.0","53.449999999999996","-0.82"
"fly","100","0.2","0.5","3","-33.15","64.55","-0.64"
"fly","100","0.2","0.5","0","-0.0","64.55","-0.72"
"fly","100","0.2","0.5","1","-50.0","70.71","-0.68"
"fly","100","0.2","0.5","2","-36.309999999999995","81.65","-0.66"
"fly","100","0.2","0.5","5","-50.0","57.74","-0.74"
"fly","100","0.2","0.5","7","-28.87","65.47","-0.86"
"fly","100","0.2","0.5","8","-40.82","53.449999999999996","-0.84"
"fly","100","0.2","0.5","6","-28.87","75.59","-0.9"
"fly","100","0.2","0.5","9","-46.77","86.6","-0.6"
"mouse","100","0.2","0.9","3","-44.72","70.71","-0.782051282051282"
"mouse","100","0.2","0.9","0","-55.900000000000006","70.71","-0.7435897435897436"
"mouse","100","0.2","0.9","2","-51.64","70.71","-0.8333333333333334"
"mouse","100","0.2","0.9","1","-33.33","54.769999999999996","-0.8205128205128205"
"mouse","100","0.2","0.9","4","-39.44","61.24000000000001","-0.7564102564102564"
"mouse","100","0.2","0.9","5","-0.0","89.44","-0.7564102564102564"
"mouse","100","0.2","0.9","9","-44.72","77.46","-0.8205128205128205"
"mouse","100","0.2","0.9","6","-0.0","70.71","-0.782051282051282"
"mouse","100","0.2","0.9","8","-0.0","54.769999999999996","-0.8076923076923077"
"mouse","100","0.2","0.9","7","-0.0","54.769999999999996","-0.7948717948717948"
"worm","100","0.2","0.9","3","-40.849999999999994","61.5","-0.5813953488372093"
"worm","100","0.2","0.9","0","-44.72","65.95","-0.5116279069767442"
"worm","100","0.2","0.9","2","-31.069999999999997","63.870000000000005","-0.49612403100775193"
"worm","100","0.2","0.9","4","-25.840000000000003","66.06","-0.5891472868217055"
"worm","100","0.2","0.9","1","-17.29","71.15","-0.4883720930232558"
"worm","100","0.2","0.9","5","-53.010000000000005","63.36000000000001","-0.5581395348837209"
"worm","100","0.2","0.9","6","-32.190000000000005","67.69","-0.49612403100775193"
"worm","100","0.2","0.9","9","-26.05","58.120000000000005","-0.5891472868217055"
"worm","100","0.2","0.9","7","-45.4","64.72","-0.5193798449612403"
"worm","100","0.2","0.9","8","-37.169999999999995","55.98","-0.5736434108527132"
"yeast","100","0.2","0.5","0","-70.3","86.05000000000001","-0.6384180790960452"
"yeast","100","0.2","0.5","3","-63.980000000000004","82.43","-0.5141242937853108"
"yeast","100","0.2","0.5","4","-0.0","78.45","-0.480225988700565"
"yeast","100","0.2","0.5","1","-44.2","76.79","-0.4915254237288136"
"yeast","100","0.2","0.5","2","-44.72","81.65","-0.559322033898305"
"yeast","100","0.2","0.5","8","-0.0","85.49","-0.5141242937853108"
"yeast","100","0.2","0.5","6","-0.0","73.38","-0.5141242937853108"
"yeast","100","0.2","0.5","5","-0.0","75.11","-0.480225988700565"
"yeast","100","0.2","0.5","9","-0.0","75.11","-0.480225988700565"
"yeast","100","0.2","0.5","7","-0.0","84.73","-0.5141242937853108"
