"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","0.0","37.8","0.7886178861788617"
"fly","100","0.2","0.5","1","35.36","37.8","0.7967479674796748"
"fly","100","0.2","0.5","2","0.0","37.8","0.8048780487804879"
"fly","100","0.2","0.5","3","53.449999999999996","53.449999999999996","0.6666666666666666"
"fly","100","0.2","0.5","4","0.0","37.8","0.7886178861788617"
"fly","100","0.2","0.5","5","0.0","53.449999999999996","0.7723577235772358"
"fly","100","0.2","0.5","6","0.0","72.37","0.7560975609756098"
"fly","100","0.2","0.5","7","0.0","37.8","0.7886178861788617"
"fly","100","0.2","0.5","8","35.36","53.449999999999996","0.7967479674796748"
"fly","100","0.2","0.5","9","50.0","65.47","0.7154471544715447"
"mouse","100","0.2","0.9","0","57.74","63.24999999999999","0.7473118279569892"
"mouse","100","0.2","0.9","1","44.72","44.72","0.7634408602150538"
"mouse","100","0.2","0.9","2","0.0","0.0","0.7634408602150538"
"mouse","100","0.2","0.9","3","0.0","44.72","0.7526881720430108"
"mouse","100","0.2","0.9","4","0.0","0.0","0.7634408602150538"
"mouse","100","0.2","0.9","5","44.72","77.46","0.7311827956989247"
"mouse","100","0.2","0.9","6","0.0","44.72","0.7473118279569892"
"mouse","100","0.2","0.9","7","44.72","44.72","0.7473118279569892"
"mouse","100","0.2","0.9","8","44.72","0.0","0.7634408602150538"
"mouse","100","0.2","0.9","9","0.0","0.0","0.7634408602150538"
"worm","100","0.2","0.9","0","25.14","59.08","0.574468085106383"
"worm","100","0.2","0.9","1","25.369999999999997","51.449999999999996","0.6638297872340425"
"worm","100","0.2","0.9","2","51.190000000000005","55.00000000000001","0.5276595744680851"
"worm","100","0.2","0.9","3","48.33","61.5","0.4808510638297872"
"worm","100","0.2","0.9","4","41.21","52.92","0.5702127659574469"
"worm","100","0.2","0.9","5","18.9","43.9","0.6170212765957447"
"worm","100","0.2","0.9","6","26.06","48.54","0.6042553191489362"
"worm","100","0.2","0.9","7","41.21","44.31","0.5872340425531914"
"worm","100","0.2","0.9","8","26.279999999999998","47.14","0.5872340425531914"
"worm","100","0.2","0.9","9","44.32","54.96","0.6638297872340425"
"yeast","100","0.2","0.5","0","0.0","0.0","0.696319018404908"
"yeast","100","0.2","0.5","1","0.0","0.0","0.6871165644171779"
"yeast","100","0.2","0.5","2","0.0","0.0","0.6993865030674846"
"yeast","100","0.2","0.5","3","0.0","0.0","0.6932515337423313"
"yeast","100","0.2","0.5","4","0.0","49.68","0.6779141104294478"
"yeast","100","0.2","0.5","5","0.0","0.0","0.6840490797546013"
"yeast","100","0.2","0.5","6","0.0","49.68","0.6901840490797546"
"yeast","100","0.2","0.5","7","0.0","50.0","0.6656441717791411"
"yeast","100","0.2","0.5","8","0.0","0.0","0.6871165644171779"
"yeast","100","0.2","0.5","9","0.0","0.0","0.6932515337423313"
