"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","4","-0.0","59.760000000000005","-0.7790697674418605"
"fly","100","0.2","0.5","2","-0.0","81.65","-0.7441860465116279"
"fly","100","0.2","0.5","0","-0.0","65.47","-0.7790697674418605"
"fly","100","0.2","0.5","1","-44.940000000000005","81.65","-0.686046511627907"
"fly","100","0.2","0.5","3","-33.15","76.38000000000001","-0.686046511627907"
"fly","100","0.2","0.5","7","-33.85","70.71","-0.686046511627907"
"fly","100","0.2","0.5","5","-0.0","64.55","-0.7209302325581395"
"fly","100","0.2","0.5","6","-0.0","75.59","-0.7674418604651163"
"fly","100","0.2","0.5","8","-46.77","76.38000000000001","-0.6976744186046512"
"fly","100","0.2","0.5","9","-64.55","92.58","-0.7325581395348837"
"mouse","100","0.2","0.9","2","-63.24999999999999","79.06","-0.7226277372262774"
"mouse","100","0.2","0.9","1","-33.33","54.769999999999996","-0.7591240875912408"
"mouse","100","0.2","0.9","3","-39.44","70.71","-0.708029197080292"
"mouse","100","0.2","0.9","0","-40.82","79.06","-0.6934306569343066"
"mouse","100","0.2","0.9","4","-39.44","70.71","-0.7007299270072993"
"mouse","100","0.2","0.9","5","-0.0","89.44","-0.6788321167883211"
"mouse","100","0.2","0.9","7","-41.83","54.769999999999996","-0.7445255474452555"
"mouse","100","0.2","0.9","6","-41.83","72.46000000000001","-0.6934306569343066"
"mouse","100","0.2","0.9","8","-0.0","70.71","-0.656934306569343"
"mouse","100","0.2","0.9","9","-44.72","89.44","-0.7518248175182481"
"worm","100","0.2","0.9","4","-55.44","67.2","-0.515625"
"worm","100","0.2","0.9","2","-40.82","68.65","-0.6354166666666666"
"worm","100","0.2","0.9","3","-39.76","70.78999999999999","-0.59375"
"worm","100","0.2","0.9","0","-51.42","71.45","-0.4635416666666667"
"worm","100","0.2","0.9","1","-51.190000000000005","71.35000000000001","-0.4791666666666667"
"worm","100","0.2","0.9","5","-51.67","64.22","-0.5989583333333334"
"worm","100","0.2","0.9","8","-25.840000000000003","58.650000000000006","-0.5208333333333334"
"worm","100","0.2","0.9","7","-49.17","68.44","-0.5677083333333334"
"worm","100","0.2","0.9","6","-41.56","69.91000000000001","-0.5416666666666666"
"worm","100","0.2","0.9","9","-43.919999999999995","69.41000000000001","-0.6145833333333334"
"yeast","100","0.2","0.5","1","-44.46","80.86","-0.5375939849624061"
"yeast","100","0.2","0.5","0","-57.4","86.6","-0.6165413533834586"
"yeast","100","0.2","0.5","2","-0.0","86.22999999999999","-0.5714285714285714"
"yeast","100","0.2","0.5","3","-0.0","80.86","-0.556390977443609"
"yeast","100","0.2","0.5","4","-0.0","80.06","-0.46616541353383456"
"yeast","100","0.2","0.5","7","-0.0","86.22999999999999","-0.5488721804511278"
"yeast","100","0.2","0.5","5","-44.46","80.06","-0.5075187969924813"
"yeast","100","0.2","0.5","6","-0.0","74.25","-0.575187969924812"
"yeast","100","0.2","0.5","8","-44.46","88.42999999999999","-0.5225563909774437"
"yeast","100","0.2","0.5","9","-0.0","79.25999999999999","-0.5864661654135338"
