"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","33.97","37.8","0.8372093023255814"
"fly","100","0.2","0.5","1","0.0","37.8","0.8372093023255814"
"fly","100","0.2","0.5","2","0.0","0.0","0.8604651162790697"
"fly","100","0.2","0.5","3","53.449999999999996","48.8","0.6162790697674418"
"fly","100","0.2","0.5","4","0.0","37.8","0.8372093023255814"
"fly","100","0.2","0.5","5","0.0","53.449999999999996","0.8372093023255814"
"fly","100","0.2","0.5","6","0.0","0.0","0.8488372093023255"
"fly","100","0.2","0.5","7","0.0","37.8","0.8488372093023255"
"fly","100","0.2","0.5","8","35.36","37.8","0.8372093023255814"
"fly","100","0.2","0.5","9","0.0","53.449999999999996","0.8023255813953488"
"mouse","100","0.2","0.9","0","0.0","44.72","0.781021897810219"
"mouse","100","0.2","0.9","1","44.72","0.0","0.8029197080291971"
"mouse","100","0.2","0.9","2","44.72","0.0","0.8029197080291971"
"mouse","100","0.2","0.9","3","44.72","44.72","0.781021897810219"
"mouse","100","0.2","0.9","4","0.0","0.0","0.7883211678832117"
"mouse","100","0.2","0.9","5","0.0","63.24999999999999","0.7956204379562044"
"mouse","100","0.2","0.9","6","41.83","44.72","0.7956204379562044"
"mouse","100","0.2","0.9","7","0.0","0.0","0.7956204379562044"
"mouse","100","0.2","0.9","8","0.0","0.0","0.8102189781021898"
"mouse","100","0.2","0.9","9","0.0","0.0","0.8029197080291971"
"worm","100","0.2","0.9","0","25.82","56.05","0.578125"
"worm","100","0.2","0.9","1","17.45","51.449999999999996","0.6354166666666666"
"worm","100","0.2","0.9","2","56.730000000000004","51.94","0.6302083333333334"
"worm","100","0.2","0.9","3","41.21","58.34","0.640625"
"worm","100","0.2","0.9","4","39.76","48.54","0.578125"
"worm","100","0.2","0.9","5","26.06","40.0","0.5885416666666666"
"worm","100","0.2","0.9","6","31.64","48.089999999999996","0.6354166666666666"
"worm","100","0.2","0.9","7","41.21","43.9","0.6145833333333334"
"worm","100","0.2","0.9","8","26.279999999999998","47.14","0.53125"
"worm","100","0.2","0.9","9","31.619999999999997","51.41","0.7135416666666666"
"yeast","100","0.2","0.5","0","0.0","0.0","0.706766917293233"
"yeast","100","0.2","0.5","1","0.0","0.0","0.7142857142857143"
"yeast","100","0.2","0.5","2","44.46","0.0","0.7255639097744361"
"yeast","100","0.2","0.5","3","0.0","0.0","0.7180451127819549"
"yeast","100","0.2","0.5","4","0.0","49.68","0.6954887218045113"
"yeast","100","0.2","0.5","5","0.0","0.0","0.7218045112781954"
"yeast","100","0.2","0.5","6","0.0","49.68","0.7030075187969925"
"yeast","100","0.2","0.5","7","0.0","0.0","0.7105263157894737"
"yeast","100","0.2","0.5","8","0.0","0.0","0.7180451127819549"
"yeast","100","0.2","0.5","9","0.0","0.0","0.7030075187969925"
