"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","3","-53.449999999999996","81.65","-0.6256983240223464"
"fly","100","0.2","0.5","1","-58.830000000000005","86.6","-0.5977653631284916"
"fly","100","0.2","0.5","2","-37.8","81.65","-0.7206703910614525"
"fly","100","0.2","0.5","4","-67.94","81.65","-0.6145251396648045"
"fly","100","0.2","0.5","0","-0.0","81.65","-0.6424581005586593"
"fly","100","0.2","0.5","5","-33.85","91.29","-0.659217877094972"
"fly","100","0.2","0.5","6","-32.269999999999996","88.64","-0.6703910614525139"
"fly","100","0.2","0.5","7","-0.0","86.6","-0.5754189944134078"
"fly","100","0.2","0.5","8","-32.269999999999996","86.6","-0.6089385474860335"
"fly","100","0.2","0.5","9","-47.870000000000005","92.58","-0.6759776536312849"
"mouse","100","0.2","0.9","3","-51.64","89.44","-0.6621160409556314"
"mouse","100","0.2","0.9","1","-44.72","89.44","-0.5255972696245734"
"mouse","100","0.2","0.9","4","-51.64","86.6","-0.590443686006826"
"mouse","100","0.2","0.9","2","-59.63","79.06","-0.6484641638225256"
"mouse","100","0.2","0.9","0","-35.36","79.06","-0.6348122866894198"
"mouse","100","0.2","0.9","6","-41.83","89.44","-0.6279863481228669"
"mouse","100","0.2","0.9","7","-31.619999999999997","79.06","-0.6450511945392492"
"mouse","100","0.2","0.9","5","-63.24999999999999","89.44","-0.6348122866894198"
"mouse","100","0.2","0.9","8","-0.0","86.6","-0.6006825938566553"
"mouse","100","0.2","0.9","9","-38.73","89.44","-0.6825938566552902"
"worm","100","0.2","0.9","2","-54.769999999999996","72.76","-0.5368098159509203"
"worm","100","0.2","0.9","1","-38.66","72.36","-0.5122699386503068"
"worm","100","0.2","0.9","3","-31.919999999999998","74.59","-0.5674846625766872"
"worm","100","0.2","0.9","4","-50.760000000000005","75.41","-0.5306748466257669"
"worm","100","0.2","0.9","0","-47.46","72.06","-0.4754601226993865"
"worm","100","0.2","0.9","5","-47.04","73.46000000000001","-0.558282208588957"
"worm","100","0.2","0.9","6","-35.23","72.36","-0.5122699386503068"
"worm","100","0.2","0.9","7","-51.21","68.81","-0.46932515337423314"
"worm","100","0.2","0.9","8","-48.75","71.86","-0.5613496932515337"
"worm","100","0.2","0.9","9","-43.09","73.85000000000001","-0.5276073619631901"
"yeast","100","0.2","0.5","3","-0.0","86.97","-0.5406032482598608"
"yeast","100","0.2","0.5","1","-44.46","86.6","-0.6148491879350348"
"yeast","100","0.2","0.5","4","-44.2","86.6","-0.6334106728538283"
"yeast","100","0.2","0.5","2","-44.2","86.05000000000001","-0.6009280742459396"
"yeast","100","0.2","0.5","0","-57.06","86.6","-0.5777262180974478"
"yeast","100","0.2","0.5","6","-0.0","74.68","-0.5707656612529002"
"yeast","100","0.2","0.5","7","-62.88","89.87","-0.5081206496519721"
"yeast","100","0.2","0.5","5","-44.2","82.43","-0.5174013921113689"
"yeast","100","0.2","0.5","8","-0.0","91.99000000000001","-0.5591647331786543"
"yeast","100","0.2","0.5","9","-0.0","74.03","-0.5475638051044084"
