"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","","","","0","0.0","",""
"fly","","","","1","67.94","",""
"fly","","","","2","62.9","",""
"fly","","","","3","54.47","",""
"fly","","","","4","54.47","",""
"fly","","","","5","0.0","",""
"fly","","","","6","0.0","",""
"fly","","","","7","32.269999999999996","",""
"fly","","","","8","30.620000000000005","",""
"fly","","","","9","55.900000000000006","",""
"mouse","","","","0","40.82","",""
"mouse","","","","1","42.16","",""
"mouse","","","","2","59.63","",""
"mouse","","","","3","59.63","",""
"mouse","","","","4","39.44","",""
"mouse","","","","5","42.16","",""
"mouse","","","","6","0.0","",""
"mouse","","","","7","0.0","",""
"mouse","","","","8","38.73","",""
"mouse","","","","9","0.0","",""
"worm","","","","0","54.669999999999995","",""
"worm","","","","1","37.14","",""
"worm","","","","2","57.24","",""
"worm","","","","3","51.21","",""
"worm","","","","4","35.89","",""
"worm","","","","5","43.55","",""
"worm","","","","6","46.61","",""
"worm","","","","7","53.339999999999996","",""
"worm","","","","8","50.760000000000005","",""
"worm","","","","9","43.919999999999995","",""
"yeast","","","","0","69.88","",""
"yeast","","","","1","43.4","",""
"yeast","","","","2","62.51","",""
"yeast","","","","3","0.0","",""
"yeast","","","","4","0.0","",""
"yeast","","","","5","77.01","",""
"yeast","","","","6","0.0","",""
"yeast","","","","7","76.1","",""
"yeast","","","","8","61.38","",""
"yeast","","","","9","43.13","",""
