"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","4","-0.0","37.8","-0.9166666666666666"
"fly","100","0.2","0.5","2","-0.0","76.38000000000001","-0.6666666666666666"
"fly","100","0.2","0.5","1","-50.0","65.47","-0.8055555555555556"
"fly","100","0.2","0.5","3","-25.679999999999996","57.74","-0.75"
"fly","100","0.2","0.5","0","-33.97","57.74","-0.8333333333333334"
"fly","100","0.2","0.5","5","-0.0","53.449999999999996","-0.9166666666666666"
"fly","100","0.2","0.5","7","-0.0","65.47","-0.8888888888888888"
"fly","100","0.2","0.5","6","-0.0","75.59","-0.9166666666666666"
"fly","100","0.2","0.5","9","-67.7","84.52","-0.7777777777777778"
"fly","100","0.2","0.5","8","-50.0","53.449999999999996","-0.8333333333333334"
"mouse","100","0.2","0.9","2","-0.0","70.71","-0.8245614035087719"
"mouse","100","0.2","0.9","1","-0.0","54.769999999999996","-0.8947368421052632"
"mouse","100","0.2","0.9","4","-42.16","50.0","-0.8245614035087719"
"mouse","100","0.2","0.9","3","-0.0","47.43","-0.8421052631578947"
"mouse","100","0.2","0.9","0","-0.0","70.71","-0.7894736842105263"
"mouse","100","0.2","0.9","5","-0.0","89.44","-0.7894736842105263"
"mouse","100","0.2","0.9","9","-35.36","77.46","-0.8596491228070176"
"mouse","100","0.2","0.9","6","-0.0","54.769999999999996","-0.8070175438596491"
"mouse","100","0.2","0.9","7","-0.0","44.72","-0.8771929824561403"
"mouse","100","0.2","0.9","8","-0.0","54.769999999999996","-0.7719298245614035"
"worm","100","0.2","0.9","3","-25.61","62.08","-0.5405405405405406"
"worm","100","0.2","0.9","2","-58.720000000000006","61.5","-0.4864864864864865"
"worm","100","0.2","0.9","4","-49.59","63.36000000000001","-0.5945945945945946"
"worm","100","0.2","0.9","1","-51.53","67.69","-0.4954954954954955"
"worm","100","0.2","0.9","0","-43.55","62.029999999999994","-0.5405405405405406"
"worm","100","0.2","0.9","5","-32.46","64.72","-0.5225225225225225"
"worm","100","0.2","0.9","6","-31.919999999999998","68.65","-0.45045045045045046"
"worm","100","0.2","0.9","7","-40.2","64.67","-0.5765765765765766"
"worm","100","0.2","0.9","8","-18.59","58.709999999999994","-0.4954954954954955"
"worm","100","0.2","0.9","9","-44.72","55.53","-0.5765765765765766"
"yeast","100","0.2","0.5","1","-43.93","75.96000000000001","-0.49375"
"yeast","100","0.2","0.5","3","-0.0","79.25999999999999","-0.55"
"yeast","100","0.2","0.5","0","-70.3","86.05000000000001","-0.6"
"yeast","100","0.2","0.5","4","-0.0","75.11","-0.525"
"yeast","100","0.2","0.5","2","-44.72","82.43","-0.525"
"yeast","100","0.2","0.5","6","-0.0","65.03999999999999","-0.6125"
"yeast","100","0.2","0.5","5","-0.0","75.11","-0.51875"
"yeast","100","0.2","0.5","8","-44.72","83.21","-0.5"
"yeast","100","0.2","0.5","9","-0.0","75.11","-0.425"
"yeast","100","0.2","0.5","7","-61.760000000000005","83.97","-0.5"
