"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","","","","0","0.0","",""
"fly","","","","1","61.24000000000001","",""
"fly","","","","2","49.17","",""
"fly","","","","3","33.15","",""
"fly","","","","4","33.15","",""
"fly","","","","5","0.0","",""
"fly","","","","6","54.010000000000005","",""
"fly","","","","7","33.85","",""
"fly","","","","8","40.82","",""
"fly","","","","9","55.900000000000006","",""
"mouse","","","","0","54.010000000000005","",""
"mouse","","","","1","44.72","",""
"mouse","","","","2","59.63","",""
"mouse","","","","3","44.72","",""
"mouse","","","","4","39.44","",""
"mouse","","","","5","0.0","",""
"mouse","","","","6","47.43","",""
"mouse","","","","7","54.769999999999996","",""
"mouse","","","","8","0.0","",""
"mouse","","","","9","38.73","",""
"worm","","","","0","56.779999999999994","",""
"worm","","","","1","23.97","",""
"worm","","","","2","51.190000000000005","",""
"worm","","","","3","43.96","",""
"worm","","","","4","52.790000000000006","",""
"worm","","","","5","35.23","",""
"worm","","","","6","31.919999999999998","",""
"worm","","","","7","53.339999999999996","",""
"worm","","","","8","37.169999999999995","",""
"worm","","","","9","58.550000000000004","",""
"yeast","","","","0","70.3","",""
"yeast","","","","1","44.2","",""
"yeast","","","","2","44.72","",""
"yeast","","","","3","0.0","",""
"yeast","","","","4","0.0","",""
"yeast","","","","5","44.46","",""
"yeast","","","","6","0.0","",""
"yeast","","","","7","62.129999999999995","",""
"yeast","","","","8","0.0","",""
"yeast","","","","9","0.0","",""
