"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","4","-0.0","0.0","-1.0"
"fly","100","0.2","0.5","1","-0.0","36.19","-0.9259259259259259"
"fly","100","0.2","0.5","2","-0.0","0.0","-1.0"
"fly","100","0.2","0.5","3","-0.0","37.8","-0.9259259259259259"
"fly","100","0.2","0.5","0","-0.0","0.0","-1.0"
"fly","100","0.2","0.5","5","-0.0","37.8","-0.9259259259259259"
"fly","100","0.2","0.5","6","-0.0","51.18000000000001","-0.6666666666666666"
"fly","100","0.2","0.5","7","-0.0","37.8","-0.9259259259259259"
"fly","100","0.2","0.5","9","-0.0","53.449999999999996","-0.8518518518518519"
"fly","100","0.2","0.5","8","-0.0","0.0","-1.0"
"mouse","100","0.2","0.9","3","-0.0","44.72","-0.8979591836734694"
"mouse","100","0.2","0.9","2","-0.0","0.0","-0.9387755102040817"
"mouse","100","0.2","0.9","1","-0.0","0.0","-0.9183673469387755"
"mouse","100","0.2","0.9","4","-44.72","44.72","-0.8979591836734694"
"mouse","100","0.2","0.9","0","-0.0","44.72","-0.8979591836734694"
"mouse","100","0.2","0.9","7","-0.0","44.72","-0.8775510204081632"
"mouse","100","0.2","0.9","6","-0.0","0.0","-0.9387755102040817"
"mouse","100","0.2","0.9","5","-0.0","44.72","-0.9183673469387755"
"mouse","100","0.2","0.9","8","-0.0","0.0","-0.9183673469387755"
"mouse","100","0.2","0.9","9","-0.0","63.24999999999999","-0.8979591836734694"
"worm","100","0.2","0.9","2","-51.64","55.00000000000001","-0.7222222222222222"
"worm","100","0.2","0.9","0","-36.83","43.9","-0.7888888888888889"
"worm","100","0.2","0.9","3","-26.279999999999998","62.08","-0.6777777777777778"
"worm","100","0.2","0.9","4","-36.86","48.99","-0.7666666666666667"
"worm","100","0.2","0.9","1","-31.069999999999997","53.39","-0.7111111111111111"
"worm","100","0.2","0.9","6","-25.840000000000003","43.9","-0.8111111111111111"
"worm","100","0.2","0.9","5","-18.9","44.72","-0.7888888888888889"
"worm","100","0.2","0.9","7","-44.75","44.31","-0.8"
"worm","100","0.2","0.9","8","-0.0","43.03","-0.8111111111111111"
"worm","100","0.2","0.9","9","-26.05","54.449999999999996","-0.6"
"yeast","100","0.2","0.5","0","-0.0","50.0","-0.762962962962963"
"yeast","100","0.2","0.5","4","-0.0","50.0","-0.7481481481481481"
"yeast","100","0.2","0.5","2","-0.0","50.0","-0.7185185185185186"
"yeast","100","0.2","0.5","3","-0.0","70.71","-0.7333333333333333"
"yeast","100","0.2","0.5","1","-44.72","50.0","-0.7703703703703704"
"yeast","100","0.2","0.5","5","-0.0","49.68","-0.8"
"yeast","100","0.2","0.5","6","-0.0","50.0","-0.7555555555555555"
"yeast","100","0.2","0.5","8","-0.0","0.0","-0.7703703703703704"
"yeast","100","0.2","0.5","9","-0.0","0.0","-0.7777777777777778"
"yeast","100","0.2","0.5","7","-0.0","49.68","-0.7555555555555555"
