"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","0.0","81.65","0.5977653631284916"
"fly","100","0.2","0.5","1","36.69","86.6","0.6480446927374302"
"fly","100","0.2","0.5","2","37.8","81.65","0.7039106145251397"
"fly","100","0.2","0.5","3","67.94","81.65","0.5977653631284916"
"fly","100","0.2","0.5","4","78.45","81.65","0.6089385474860335"
"fly","100","0.2","0.5","5","0.0","91.29","0.6871508379888268"
"fly","100","0.2","0.5","6","33.85","88.64","0.7094972067039106"
"fly","100","0.2","0.5","7","51.03","86.6","0.5754189944134078"
"fly","100","0.2","0.5","8","43.3","86.6","0.6089385474860335"
"fly","100","0.2","0.5","9","55.900000000000006","92.58","0.6927374301675978"
"mouse","100","0.2","0.9","0","54.010000000000005","86.6","0.5938566552901023"
"mouse","100","0.2","0.9","1","42.16","89.44","0.6621160409556314"
"mouse","100","0.2","0.9","2","59.63","86.6","0.5938566552901023"
"mouse","100","0.2","0.9","3","51.64","89.44","0.6723549488054608"
"mouse","100","0.2","0.9","4","63.24999999999999","86.6","0.6245733788395904"
"mouse","100","0.2","0.9","5","42.16","89.44","0.621160409556314"
"mouse","100","0.2","0.9","6","47.43","89.44","0.6279863481228669"
"mouse","100","0.2","0.9","7","35.36","79.06","0.6552901023890785"
"mouse","100","0.2","0.9","8","41.83","86.6","0.5426621160409556"
"mouse","100","0.2","0.9","9","50.0","89.44","0.6757679180887372"
"worm","100","0.2","0.9","0","53.82","72.06","0.5"
"worm","100","0.2","0.9","1","29.94","72.66","0.5429447852760736"
"worm","100","0.2","0.9","2","35.88","73.85000000000001","0.5521472392638037"
"worm","100","0.2","0.9","3","36.54","75.32","0.5030674846625767"
"worm","100","0.2","0.9","4","41.56","76.52","0.5306748466257669"
"worm","100","0.2","0.9","5","42.74","76.03999999999999","0.5429447852760736"
"worm","100","0.2","0.9","6","49.82","74.83","0.5122699386503068"
"worm","100","0.2","0.9","7","49.82","68.44","0.5214723926380368"
"worm","100","0.2","0.9","8","37.169999999999995","70.1","0.5306748466257669"
"worm","100","0.2","0.9","9","46.989999999999995","74.03999999999999","0.6073619631901841"
"yeast","100","0.2","0.5","0","56.379999999999995","86.6","0.6102088167053364"
"yeast","100","0.2","0.5","1","62.129999999999995","86.6","0.6264501160092807"
"yeast","100","0.2","0.5","2","44.72","86.97","0.5777262180974478"
"yeast","100","0.2","0.5","3","0.0","89.87","0.5127610208816705"
"yeast","100","0.2","0.5","4","0.0","86.6","0.6380510440835266"
"yeast","100","0.2","0.5","5","44.72","83.21","0.531322505800464"
"yeast","100","0.2","0.5","6","44.2","78.45","0.5243619489559165"
"yeast","100","0.2","0.5","7","0.0","89.87","0.5127610208816705"
"yeast","100","0.2","0.5","8","43.93","89.87","0.5475638051044084"
"yeast","100","0.2","0.5","9","0.0","78.45","0.5661252900232019"
