"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","32.519999999999996","65.47","0.6747967479674797"
"fly","100","0.2","0.5","1","0.0","53.449999999999996","0.7886178861788617"
"fly","100","0.2","0.5","2","37.8","37.8","0.7804878048780488"
"fly","100","0.2","0.5","3","36.309999999999995","75.59","0.7479674796747967"
"fly","100","0.2","0.5","4","53.449999999999996","62.68","0.7642276422764228"
"fly","100","0.2","0.5","5","0.0","53.449999999999996","0.7642276422764228"
"fly","100","0.2","0.5","6","32.269999999999996","80.92","0.6991869918699187"
"fly","100","0.2","0.5","7","33.85","65.47","0.7886178861788617"
"fly","100","0.2","0.5","8","33.85","75.59","0.5934959349593496"
"fly","100","0.2","0.5","9","47.870000000000005","84.52","0.7235772357723578"
"mouse","100","0.2","0.9","0","70.71","77.46","0.6344086021505376"
"mouse","100","0.2","0.9","1","63.24999999999999","44.72","0.7473118279569892"
"mouse","100","0.2","0.9","2","39.44","0.0","0.7526881720430108"
"mouse","100","0.2","0.9","3","0.0","72.46000000000001","0.6451612903225806"
"mouse","100","0.2","0.9","4","39.44","44.72","0.7150537634408602"
"mouse","100","0.2","0.9","5","42.16","89.44","0.7150537634408602"
"mouse","100","0.2","0.9","6","44.72","44.72","0.7526881720430108"
"mouse","100","0.2","0.9","7","44.72","63.24999999999999","0.7419354838709677"
"mouse","100","0.2","0.9","8","77.46","31.619999999999997","0.6612903225806451"
"mouse","100","0.2","0.9","9","0.0","100.0","0.6505376344086021"
"worm","100","0.2","0.9","0","39.75","57.78","0.6340425531914894"
"worm","100","0.2","0.9","1","49.36","59.699999999999996","0.5659574468085107"
"worm","100","0.2","0.9","2","51.190000000000005","63.24999999999999","0.5957446808510638"
"worm","100","0.2","0.9","3","36.54","66.72","0.5957446808510638"
"worm","100","0.2","0.9","4","41.91","60.0","0.6425531914893617"
"worm","100","0.2","0.9","5","37.169999999999995","56.57","0.5957446808510638"
"worm","100","0.2","0.9","6","31.64","48.54","0.6680851063829787"
"worm","100","0.2","0.9","7","48.75","48.54","0.6680851063829787"
"worm","100","0.2","0.9","8","26.06","50.92","0.6382978723404256"
"worm","100","0.2","0.9","9","54.279999999999994","66.69","0.625531914893617"
"yeast","100","0.2","0.5","0","0.0","50.0","0.6503067484662577"
"yeast","100","0.2","0.5","1","44.2","50.0","0.6840490797546013"
"yeast","100","0.2","0.5","2","0.0","50.0","0.6288343558282209"
"yeast","100","0.2","0.5","3","0.0","70.71","0.656441717791411"
"yeast","100","0.2","0.5","4","0.0","50.0","0.6779141104294478"
"yeast","100","0.2","0.5","5","0.0","49.68","0.6656441717791411"
"yeast","100","0.2","0.5","6","0.0","70.71","0.6687116564417178"
"yeast","100","0.2","0.5","7","0.0","49.35","0.6717791411042945"
"yeast","100","0.2","0.5","8","0.0","0.0","0.6901840490797546"
"yeast","100","0.2","0.5","9","0.0","50.0","0.6656441717791411"
