"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","35.36","64.55","0.76"
"fly","100","0.2","0.5","1","27.74","70.71","0.7"
"fly","100","0.2","0.5","2","0.0","81.65","0.7"
"fly","100","0.2","0.5","3","0.0","64.55","0.66"
"fly","100","0.2","0.5","4","36.309999999999995","53.449999999999996","0.84"
"fly","100","0.2","0.5","5","0.0","57.74","0.8"
"fly","100","0.2","0.5","6","28.87","75.59","0.88"
"fly","100","0.2","0.5","7","0.0","65.47","0.9"
"fly","100","0.2","0.5","8","50.0","53.449999999999996","0.84"
"fly","100","0.2","0.5","9","58.63","86.6","0.64"
"mouse","100","0.2","0.9","0","0.0","70.71","0.7948717948717948"
"mouse","100","0.2","0.9","1","33.33","54.769999999999996","0.8076923076923077"
"mouse","100","0.2","0.9","2","44.72","70.71","0.8333333333333334"
"mouse","100","0.2","0.9","3","42.16","70.71","0.7564102564102564"
"mouse","100","0.2","0.9","4","42.16","61.24000000000001","0.782051282051282"
"mouse","100","0.2","0.9","5","0.0","89.44","0.8205128205128205"
"mouse","100","0.2","0.9","6","0.0","70.71","0.8076923076923077"
"mouse","100","0.2","0.9","7","0.0","54.769999999999996","0.782051282051282"
"mouse","100","0.2","0.9","8","0.0","54.769999999999996","0.7948717948717948"
"mouse","100","0.2","0.9","9","44.72","77.46","0.8205128205128205"
"worm","100","0.2","0.9","0","53.82","64.72","0.6124031007751938"
"worm","100","0.2","0.9","1","17.45","70.43","0.5193798449612403"
"worm","100","0.2","0.9","2","36.51","64.5","0.5736434108527132"
"worm","100","0.2","0.9","3","36.54","62.08","0.6124031007751938"
"worm","100","0.2","0.9","4","25.840000000000003","66.06","0.6201550387596899"
"worm","100","0.2","0.9","5","26.06","63.36000000000001","0.5813953488372093"
"worm","100","0.2","0.9","6","37.169999999999995","70.84","0.4883720930232558"
"worm","100","0.2","0.9","7","44.75","66.06","0.4728682170542636"
"worm","100","0.2","0.9","8","0.0","59.68","0.5348837209302325"
"worm","100","0.2","0.9","9","61.62","58.120000000000005","0.49612403100775193"
"yeast","100","0.2","0.5","0","57.06","86.05000000000001","0.6384180790960452"
"yeast","100","0.2","0.5","1","0.0","77.63","0.536723163841808"
"yeast","100","0.2","0.5","2","44.72","83.21","0.5310734463276836"
"yeast","100","0.2","0.5","3","0.0","80.06","0.4915254237288136"
"yeast","100","0.2","0.5","4","0.0","75.11","0.576271186440678"
"yeast","100","0.2","0.5","5","0.0","75.11","0.5310734463276836"
"yeast","100","0.2","0.5","6","0.0","70.71","0.576271186440678"
"yeast","100","0.2","0.5","7","0.0","83.21","0.5141242937853108"
"yeast","100","0.2","0.5","8","44.2","84.73","0.5028248587570622"
"yeast","100","0.2","0.5","9","0.0","79.25999999999999","0.5028248587570622"
