"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","33.97","70.71","0.6567164179104478"
"fly","100","0.2","0.5","1","50.0","81.65","0.6567164179104478"
"fly","100","0.2","0.5","2","0.0","81.65","0.7164179104477612"
"fly","100","0.2","0.5","3","0.0","76.38000000000001","0.7014925373134329"
"fly","100","0.2","0.5","4","0.0","59.760000000000005","0.8059701492537313"
"fly","100","0.2","0.5","5","0.0","64.55","0.7164179104477612"
"fly","100","0.2","0.5","6","0.0","75.59","0.8059701492537313"
"fly","100","0.2","0.5","7","40.82","65.47","0.8507462686567164"
"fly","100","0.2","0.5","8","0.0","70.71","0.7611940298507462"
"fly","100","0.2","0.5","9","58.63","86.6","0.5671641791044776"
"mouse","100","0.2","0.9","0","40.82","79.06","0.7254901960784313"
"mouse","100","0.2","0.9","1","33.33","54.769999999999996","0.7941176470588235"
"mouse","100","0.2","0.9","2","29.81","70.71","0.7745098039215687"
"mouse","100","0.2","0.9","3","29.81","70.71","0.7450980392156863"
"mouse","100","0.2","0.9","4","0.0","61.24000000000001","0.7549019607843137"
"mouse","100","0.2","0.9","5","0.0","89.44","0.7941176470588235"
"mouse","100","0.2","0.9","6","0.0","72.46000000000001","0.7450980392156863"
"mouse","100","0.2","0.9","7","38.73","54.769999999999996","0.7745098039215687"
"mouse","100","0.2","0.9","8","44.72","61.24000000000001","0.7549019607843137"
"mouse","100","0.2","0.9","9","31.619999999999997","89.44","0.7941176470588235"
"worm","100","0.2","0.9","0","45.49","64.72","0.5949367088607594"
"worm","100","0.2","0.9","1","29.360000000000003","70.32000000000001","0.5379746835443038"
"worm","100","0.2","0.9","2","40.11","68.76","0.6012658227848101"
"worm","100","0.2","0.9","3","48.33","65.12","0.6075949367088608"
"worm","100","0.2","0.9","4","25.840000000000003","65.95","0.5886075949367089"
"worm","100","0.2","0.9","5","36.86","64.72","0.5759493670886076"
"worm","100","0.2","0.9","6","44.75","69.91000000000001","0.4873417721518987"
"worm","100","0.2","0.9","7","37.169999999999995","64.72","0.6265822784810127"
"worm","100","0.2","0.9","8","18.27","57.36","0.5443037974683544"
"worm","100","0.2","0.9","9","48.3","68.08999999999999","0.5443037974683544"
"yeast","100","0.2","0.5","0","57.4","86.6","0.6213592233009708"
"yeast","100","0.2","0.5","1","44.46","80.06","0.49029126213592233"
"yeast","100","0.2","0.5","2","0.0","84.73","0.5145631067961165"
"yeast","100","0.2","0.5","3","0.0","81.65","0.5145631067961165"
"yeast","100","0.2","0.5","4","0.0","80.86","0.5388349514563107"
"yeast","100","0.2","0.5","5","62.88","78.45","0.5485436893203883"
"yeast","100","0.2","0.5","6","0.0","76.79","0.587378640776699"
"yeast","100","0.2","0.5","7","61.38","83.97","0.5194174757281553"
"yeast","100","0.2","0.5","8","44.2","84.73","0.5631067961165048"
"yeast","100","0.2","0.5","9","0.0","77.63","0.5679611650485437"
