"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","1","-0.0","51.18000000000001","-0.8611111111111112"
"fly","100","0.2","0.5","2","-0.0","0.0","-0.9722222222222222"
"fly","100","0.2","0.5","4","-0.0","37.8","-0.9722222222222222"
"fly","100","0.2","0.5","3","-37.8","65.47","-0.8333333333333334"
"fly","100","0.2","0.5","0","-0.0","37.8","-0.9444444444444444"
"fly","100","0.2","0.5","5","-0.0","53.449999999999996","-0.9444444444444444"
"fly","100","0.2","0.5","6","-0.0","62.68","-0.9166666666666666"
"fly","100","0.2","0.5","7","-0.0","65.47","-0.9166666666666666"
"fly","100","0.2","0.5","8","-0.0","37.8","-0.9444444444444444"
"fly","100","0.2","0.5","9","-50.0","75.59","-0.6666666666666666"
"mouse","100","0.2","0.9","2","-0.0","0.0","-0.9122807017543859"
"mouse","100","0.2","0.9","3","-42.16","44.72","-0.8771929824561403"
"mouse","100","0.2","0.9","4","-0.0","44.72","-0.8947368421052632"
"mouse","100","0.2","0.9","1","-0.0","54.769999999999996","-0.6491228070175439"
"mouse","100","0.2","0.9","0","-0.0","44.72","-0.8947368421052632"
"mouse","100","0.2","0.9","6","-0.0","0.0","-0.8947368421052632"
"mouse","100","0.2","0.9","9","-44.72","77.46","-0.8596491228070176"
"mouse","100","0.2","0.9","8","-0.0","0.0","-0.9122807017543859"
"mouse","100","0.2","0.9","5","-0.0","77.46","-0.8771929824561403"
"mouse","100","0.2","0.9","7","-0.0","44.72","-0.8421052631578947"
"worm","100","0.2","0.9","2","-51.190000000000005","55.00000000000001","-0.6846846846846847"
"worm","100","0.2","0.9","1","-34.910000000000004","56.63","-0.6756756756756757"
"worm","100","0.2","0.9","3","-18.43","62.08","-0.6936936936936937"
"worm","100","0.2","0.9","0","-18.26","48.089999999999996","-0.7027027027027027"
"worm","100","0.2","0.9","4","-31.919999999999998","48.99","-0.7477477477477478"
"worm","100","0.2","0.9","5","-18.9","48.54","-0.7387387387387387"
"worm","100","0.2","0.9","8","-0.0","43.03","-0.7657657657657657"
"worm","100","0.2","0.9","7","-40.129999999999995","44.31","-0.7387387387387387"
"worm","100","0.2","0.9","9","-26.729999999999997","51.41","-0.5855855855855856"
"worm","100","0.2","0.9","6","-18.27","44.31","-0.7477477477477478"
"yeast","100","0.2","0.5","2","-0.0","49.68","-0.70625"
"yeast","100","0.2","0.5","1","-44.2","70.71","-0.69375"
"yeast","100","0.2","0.5","3","-0.0","70.71","-0.6875"
"yeast","100","0.2","0.5","4","-0.0","50.0","-0.7375"
"yeast","100","0.2","0.5","0","-0.0","50.0","-0.73125"
"yeast","100","0.2","0.5","6","-0.0","50.0","-0.7375"
"yeast","100","0.2","0.5","5","-0.0","49.68","-0.73125"
"yeast","100","0.2","0.5","9","-0.0","0.0","-0.7625"
"yeast","100","0.2","0.5","7","-0.0","50.0","-0.6"
"yeast","100","0.2","0.5","8","-0.0","0.0","-0.7625"
