"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","43.85","76.38000000000001","0.5921787709497207"
"fly","100","0.2","0.5","1","50.0","65.47","0.6927374301675978"
"fly","100","0.2","0.5","2","0.0","37.8","0.7374301675977654"
"fly","100","0.2","0.5","3","49.17","75.59","0.7094972067039106"
"fly","100","0.2","0.5","4","34.77","65.47","0.7262569832402235"
"fly","100","0.2","0.5","5","35.36","53.449999999999996","0.7430167597765364"
"fly","100","0.2","0.5","6","28.87","80.92","0.6703910614525139"
"fly","100","0.2","0.5","7","35.36","65.47","0.7206703910614525"
"fly","100","0.2","0.5","8","33.85","75.59","0.6927374301675978"
"fly","100","0.2","0.5","9","53.03","92.58","0.6983240223463687"
"mouse","100","0.2","0.9","0","54.010000000000005","77.46","0.6518771331058021"
"mouse","100","0.2","0.9","1","44.72","44.72","0.689419795221843"
"mouse","100","0.2","0.9","2","59.63","0.0","0.6996587030716723"
"mouse","100","0.2","0.9","3","42.16","77.46","0.689419795221843"
"mouse","100","0.2","0.9","4","44.72","63.24999999999999","0.6825938566552902"
"mouse","100","0.2","0.9","5","39.44","89.44","0.6655290102389079"
"mouse","100","0.2","0.9","6","41.83","77.46","0.6416382252559727"
"mouse","100","0.2","0.9","7","59.160000000000004","63.24999999999999","0.689419795221843"
"mouse","100","0.2","0.9","8","0.0","0.0","0.6928327645051194"
"mouse","100","0.2","0.9","9","63.24999999999999","89.44","0.6791808873720137"
"worm","100","0.2","0.9","0","35.88","60.3","0.558282208588957"
"worm","100","0.2","0.9","1","43.94","63.24999999999999","0.5674846625766872"
"worm","100","0.2","0.9","2","50.29","69.28","0.5736196319018405"
"worm","100","0.2","0.9","3","36.86","63.24999999999999","0.6134969325153374"
"worm","100","0.2","0.9","4","52.12","60.0","0.6349693251533742"
"worm","100","0.2","0.9","5","40.489999999999995","74.15","0.5828220858895705"
"worm","100","0.2","0.9","6","39.76","56.05","0.5828220858895705"
"worm","100","0.2","0.9","7","54.32","56.05","0.6196319018404908"
"worm","100","0.2","0.9","8","31.64","57.74","0.6503067484662577"
"worm","100","0.2","0.9","9","40.46","70.06","0.5797546012269938"
"yeast","100","0.2","0.5","0","40.35","70.71","0.5962877030162413"
"yeast","100","0.2","0.5","1","44.2","50.0","0.642691415313225"
"yeast","100","0.2","0.5","2","0.0","0.0","0.6682134570765661"
"yeast","100","0.2","0.5","3","0.0","70.71","0.6148491879350348"
"yeast","100","0.2","0.5","4","0.0","70.71","0.6473317865429234"
"yeast","100","0.2","0.5","5","0.0","50.0","0.6264501160092807"
"yeast","100","0.2","0.5","6","0.0","70.71","0.6450116009280742"
"yeast","100","0.2","0.5","7","0.0","50.0","0.6310904872389791"
"yeast","100","0.2","0.5","8","0.0","0.0","0.6635730858468677"
"yeast","100","0.2","0.5","9","0.0","50.0","0.6589327146171694"
