"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","","","","0","32.519999999999996","",""
"fly","","","","1","67.94","",""
"fly","","","","2","51.35999999999999","",""
"fly","","","","3","60.22","",""
"fly","","","","4","49.17","",""
"fly","","","","5","58.63","",""
"fly","","","","6","0.0","",""
"fly","","","","7","33.85","",""
"fly","","","","8","45.64","",""
"fly","","","","9","68.47","",""
"mouse","","","","0","40.82","",""
"mouse","","","","1","44.72","",""
"mouse","","","","2","59.63","",""
"mouse","","","","3","51.64","",""
"mouse","","","","4","59.63","",""
"mouse","","","","5","39.44","",""
"mouse","","","","6","44.72","",""
"mouse","","","","7","35.36","",""
"mouse","","","","8","41.83","",""
"mouse","","","","9","0.0","",""
"worm","","","","0","51.85999999999999","",""
"worm","","","","1","47.46","",""
"worm","","","","2","51.85999999999999","",""
"worm","","","","3","45.14","",""
"worm","","","","4","50.29","",""
"worm","","","","5","44.75","",""
"worm","","","","6","43.96","",""
"worm","","","","7","53.339999999999996","",""
"worm","","","","8","31.080000000000002","",""
"worm","","","","9","51.74999999999999","",""
"yeast","","","","0","40.11","",""
"yeast","","","","1","43.4","",""
"yeast","","","","2","0.0","",""
"yeast","","","","3","0.0","",""
"yeast","","","","4","0.0","",""
"yeast","","","","5","43.669999999999995","",""
"yeast","","","","6","0.0","",""
"yeast","","","","7","0.0","",""
"yeast","","","","8","44.46","",""
"yeast","","","","9","0.0","",""
