"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","","","","0","37.980000000000004","",""
"fly","","","","1","50.0","",""
"fly","","","","2","36.309999999999995","",""
"fly","","","","3","0.0","",""
"fly","","","","4","33.15","",""
"fly","","","","5","0.0","",""
"fly","","","","6","54.010000000000005","",""
"fly","","","","7","33.85","",""
"fly","","","","8","45.64","",""
"fly","","","","9","38.190000000000005","",""
"mouse","","","","0","57.74","",""
"mouse","","","","1","66.67","",""
"mouse","","","","2","42.16","",""
"mouse","","","","3","44.72","",""
"mouse","","","","4","39.44","",""
"mouse","","","","5","42.16","",""
"mouse","","","","6","0.0","",""
"mouse","","","","7","41.83","",""
"mouse","","","","8","0.0","",""
"mouse","","","","9","35.36","",""
"worm","","","","0","47.46","",""
"worm","","","","1","24.68","",""
"worm","","","","2","53.82","",""
"worm","","","","3","36.54","",""
"worm","","","","4","31.919999999999998","",""
"worm","","","","5","30.8","",""
"worm","","","","6","45.14","",""
"worm","","","","7","51.21","",""
"worm","","","","8","41.21","",""
"worm","","","","9","41.9","",""
"yeast","","","","0","70.3","",""
"yeast","","","","1","44.2","",""
"yeast","","","","2","0.0","",""
"yeast","","","","3","0.0","",""
"yeast","","","","4","0.0","",""
"yeast","","","","5","44.46","",""
"yeast","","","","6","0.0","",""
"yeast","","","","7","62.129999999999995","",""
"yeast","","","","8","0.0","",""
"yeast","","","","9","0.0","",""
