"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","0.0","53.449999999999996","0.8518518518518519"
"fly","100","0.2","0.5","1","25.94","54.55","0.8148148148148148"
"fly","100","0.2","0.5","2","0.0","70.71","0.7037037037037037"
"fly","100","0.2","0.5","3","0.0","57.74","0.7777777777777778"
"fly","100","0.2","0.5","4","0.0","37.8","0.9629629629629629"
"fly","100","0.2","0.5","5","43.3","50.0","0.8148148148148148"
"fly","100","0.2","0.5","6","38.190000000000005","59.760000000000005","0.7777777777777778"
"fly","100","0.2","0.5","7","0.0","50.0","0.9259259259259259"
"fly","100","0.2","0.5","8","27.0","46.29","0.8518518518518519"
"fly","100","0.2","0.5","9","38.190000000000005","70.71","0.8148148148148148"
"mouse","100","0.2","0.9","0","0.0","70.71","0.8367346938775511"
"mouse","100","0.2","0.9","1","0.0","54.769999999999996","0.8775510204081632"
"mouse","100","0.2","0.9","2","0.0","70.71","0.8571428571428571"
"mouse","100","0.2","0.9","3","47.14","47.43","0.9183673469387755"
"mouse","100","0.2","0.9","4","0.0","50.0","0.8571428571428571"
"mouse","100","0.2","0.9","5","0.0","63.24999999999999","0.8571428571428571"
"mouse","100","0.2","0.9","6","0.0","54.769999999999996","0.8163265306122449"
"mouse","100","0.2","0.9","7","0.0","44.72","0.8979591836734694"
"mouse","100","0.2","0.9","8","0.0","54.769999999999996","0.8163265306122449"
"mouse","100","0.2","0.9","9","0.0","63.24999999999999","0.8979591836734694"
"worm","100","0.2","0.9","0","51.42","64.67","0.5333333333333333"
"worm","100","0.2","0.9","1","0.0","66.06","0.5777777777777777"
"worm","100","0.2","0.9","2","48.42","57.21000000000001","0.5555555555555556"
"worm","100","0.2","0.9","3","41.21","56.05","0.7"
"worm","100","0.2","0.9","4","25.840000000000003","63.36000000000001","0.5333333333333333"
"worm","100","0.2","0.9","5","43.49","63.36000000000001","0.5777777777777777"
"worm","100","0.2","0.9","6","37.169999999999995","65.95","0.4666666666666667"
"worm","100","0.2","0.9","7","40.129999999999995","63.24999999999999","0.5222222222222223"
"worm","100","0.2","0.9","8","18.59","59.68","0.5666666666666667"
"worm","100","0.2","0.9","9","18.58","56.84","0.43333333333333335"
"yeast","100","0.2","0.5","0","70.3","86.05000000000001","0.6"
"yeast","100","0.2","0.5","1","44.46","75.96000000000001","0.48148148148148145"
"yeast","100","0.2","0.5","2","44.72","79.25999999999999","0.5851851851851851"
"yeast","100","0.2","0.5","3","0.0","74.25","0.562962962962963"
"yeast","100","0.2","0.5","4","0.0","75.11","0.6"
"yeast","100","0.2","0.5","5","0.0","72.5","0.4740740740740741"
"yeast","100","0.2","0.5","6","0.0","73.38","0.5481481481481482"
"yeast","100","0.2","0.5","7","0.0","81.65","0.4962962962962963"
"yeast","100","0.2","0.5","8","0.0","83.21","0.5037037037037037"
"yeast","100","0.2","0.5","9","0.0","74.25","0.5555555555555556"
