"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","48.04","76.38000000000001","0.6016260162601627"
"fly","100","0.2","0.5","1","33.97","86.6","0.5934959349593496"
"fly","100","0.2","0.5","2","62.9","81.65","0.7235772357723578"
"fly","100","0.2","0.5","3","53.449999999999996","81.65","0.6991869918699187"
"fly","100","0.2","0.5","4","34.77","75.59","0.7317073170731707"
"fly","100","0.2","0.5","5","50.0","86.6","0.7235772357723578"
"fly","100","0.2","0.5","6","30.620000000000005","88.64","0.6504065040650406"
"fly","100","0.2","0.5","7","50.0","81.65","0.5528455284552846"
"fly","100","0.2","0.5","8","33.85","86.6","0.6504065040650406"
"fly","100","0.2","0.5","9","27.0","92.58","0.7073170731707317"
"mouse","100","0.2","0.9","0","57.74","86.6","0.6666666666666666"
"mouse","100","0.2","0.9","1","42.16","86.6","0.6612903225806451"
"mouse","100","0.2","0.9","2","39.44","79.06","0.6989247311827957"
"mouse","100","0.2","0.9","3","42.16","79.06","0.6666666666666666"
"mouse","100","0.2","0.9","4","39.44","86.6","0.6075268817204301"
"mouse","100","0.2","0.9","5","36.51","89.44","0.6989247311827957"
"mouse","100","0.2","0.9","6","41.83","83.67","0.6397849462365591"
"mouse","100","0.2","0.9","7","38.73","79.06","0.6774193548387096"
"mouse","100","0.2","0.9","8","0.0","79.06","0.6397849462365591"
"mouse","100","0.2","0.9","9","44.72","89.44","0.7365591397849462"
"worm","100","0.2","0.9","0","49.36","70.78999999999999","0.5148936170212766"
"worm","100","0.2","0.9","1","34.239999999999995","70.99","0.48936170212765956"
"worm","100","0.2","0.9","2","44.72","72.06","0.5702127659574469"
"worm","100","0.2","0.9","3","35.89","74.15","0.5404255319148936"
"worm","100","0.2","0.9","4","57.620000000000005","69.65","0.4851063829787234"
"worm","100","0.2","0.9","5","44.75","68.44","0.5617021276595745"
"worm","100","0.2","0.9","6","31.64","72.66","0.5319148936170213"
"worm","100","0.2","0.9","7","47.910000000000004","71.15","0.5702127659574469"
"worm","100","0.2","0.9","8","26.51","63.55","0.5404255319148936"
"worm","100","0.2","0.9","9","49.28","73.14","0.6"
"yeast","100","0.2","0.5","0","40.11","86.6","0.6165644171779141"
"yeast","100","0.2","0.5","1","62.129999999999995","86.6","0.6441717791411042"
"yeast","100","0.2","0.5","2","44.46","86.05000000000001","0.647239263803681"
"yeast","100","0.2","0.5","3","0.0","86.6","0.6595092024539877"
"yeast","100","0.2","0.5","4","44.46","82.43","0.5521472392638037"
"yeast","100","0.2","0.5","5","44.72","82.43","0.50920245398773"
"yeast","100","0.2","0.5","6","44.2","80.86","0.5828220858895705"
"yeast","100","0.2","0.5","7","0.0","87.71","0.5613496932515337"
"yeast","100","0.2","0.5","8","0.0","89.87","0.5030674846625767"
"yeast","100","0.2","0.5","9","0.0","74.25","0.5674846625766872"
