"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","0.0","0.0","1.0"
"fly","100","0.2","0.5","1","0.0","36.19","0.9259259259259259"
"fly","100","0.2","0.5","2","0.0","0.0","1.0"
"fly","100","0.2","0.5","3","0.0","37.8","0.9259259259259259"
"fly","100","0.2","0.5","4","0.0","0.0","1.0"
"fly","100","0.2","0.5","5","0.0","37.8","0.9259259259259259"
"fly","100","0.2","0.5","6","0.0","51.18000000000001","0.7037037037037037"
"fly","100","0.2","0.5","7","0.0","37.8","0.9259259259259259"
"fly","100","0.2","0.5","8","0.0","0.0","1.0"
"fly","100","0.2","0.5","9","0.0","53.449999999999996","0.8518518518518519"
"mouse","100","0.2","0.9","0","0.0","44.72","0.9183673469387755"
"mouse","100","0.2","0.9","1","0.0","54.769999999999996","0.7142857142857143"
"mouse","100","0.2","0.9","2","0.0","0.0","0.9387755102040817"
"mouse","100","0.2","0.9","3","0.0","44.72","0.9183673469387755"
"mouse","100","0.2","0.9","4","44.72","44.72","0.9387755102040817"
"mouse","100","0.2","0.9","5","0.0","44.72","0.9387755102040817"
"mouse","100","0.2","0.9","6","0.0","0.0","0.9591836734693877"
"mouse","100","0.2","0.9","7","0.0","44.72","0.8775510204081632"
"mouse","100","0.2","0.9","8","0.0","0.0","0.9387755102040817"
"mouse","100","0.2","0.9","9","0.0","63.24999999999999","0.9183673469387755"
"worm","100","0.2","0.9","0","26.040000000000003","44.72","0.7222222222222222"
"worm","100","0.2","0.9","1","34.910000000000004","53.39","0.7444444444444445"
"worm","100","0.2","0.9","2","51.190000000000005","55.00000000000001","0.7444444444444445"
"worm","100","0.2","0.9","3","26.51","62.08","0.7"
"worm","100","0.2","0.9","4","18.59","48.99","0.7777777777777778"
"worm","100","0.2","0.9","5","18.9","44.72","0.7777777777777778"
"worm","100","0.2","0.9","6","18.43","43.9","0.8111111111111111"
"worm","100","0.2","0.9","7","41.21","48.54","0.6777777777777778"
"worm","100","0.2","0.9","8","26.06","43.03","0.8"
"worm","100","0.2","0.9","9","36.19","54.96","0.6555555555555556"
"yeast","100","0.2","0.5","0","40.82","50.0","0.762962962962963"
"yeast","100","0.2","0.5","1","44.46","50.0","0.762962962962963"
"yeast","100","0.2","0.5","2","0.0","50.0","0.7407407407407407"
"yeast","100","0.2","0.5","3","0.0","70.71","0.7407407407407407"
"yeast","100","0.2","0.5","4","0.0","50.0","0.762962962962963"
"yeast","100","0.2","0.5","5","0.0","49.68","0.7555555555555555"
"yeast","100","0.2","0.5","6","0.0","50.0","0.762962962962963"
"yeast","100","0.2","0.5","7","0.0","49.68","0.762962962962963"
"yeast","100","0.2","0.5","8","0.0","0.0","0.7851851851851852"
"yeast","100","0.2","0.5","9","0.0","50.0","0.6888888888888889"
