"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","-48.04","81.65","-0.5970695970695971"
"fly","100","0.2","0.5","3","-36.309999999999995","84.52","-0.663003663003663"
"fly","100","0.2","0.5","4","-33.15","75.59","-0.652014652014652"
"fly","100","0.2","0.5","1","-53.71","92.58","-0.5567765567765568"
"fly","100","0.2","0.5","2","-51.35999999999999","37.8","-0.6593406593406593"
"fly","100","0.2","0.5","5","-32.269999999999996","75.59","-0.6483516483516484"
"fly","100","0.2","0.5","7","-47.870000000000005","75.59","-0.663003663003663"
"fly","100","0.2","0.5","9","-57.74","100.0","-0.6007326007326007"
"fly","100","0.2","0.5","8","-50.0","75.59","-0.6483516483516484"
"fly","100","0.2","0.5","6","-45.64","88.64","-0.6043956043956044"
"mouse","100","0.2","0.9","2","-51.64","41.83","-0.6361702127659574"
"mouse","100","0.2","0.9","1","-44.72","44.72","-0.6127659574468085"
"mouse","100","0.2","0.9","4","-59.63","63.24999999999999","-0.6021276595744681"
"mouse","100","0.2","0.9","0","-54.010000000000005","77.46","-0.6170212765957447"
"mouse","100","0.2","0.9","3","-55.779999999999994","83.67","-0.574468085106383"
"mouse","100","0.2","0.9","5","-39.44","89.44","-0.6127659574468085"
"mouse","100","0.2","0.9","7","-0.0","44.72","-0.6659574468085107"
"mouse","100","0.2","0.9","6","-41.83","77.46","-0.5936170212765958"
"mouse","100","0.2","0.9","8","-0.0","0.0","-0.6723404255319149"
"mouse","100","0.2","0.9","9","-44.72","89.44","-0.6191489361702127"
"worm","100","0.2","0.9","2","-43.55","68.65","-0.5505376344086022"
"worm","100","0.2","0.9","4","-51.67","64.5","-0.5505376344086022"
"worm","100","0.2","0.9","0","-49.830000000000005","68.01","-0.5268817204301075"
"worm","100","0.2","0.9","1","-45.739999999999995","66.72","-0.5397849462365591"
"worm","100","0.2","0.9","3","-45.14","71.45","-0.5720430107526882"
"worm","100","0.2","0.9","5","-55.279999999999994","69.44","-0.5397849462365591"
"worm","100","0.2","0.9","6","-54.800000000000004","59.45","-0.546236559139785"
"worm","100","0.2","0.9","7","-48.33","52.92","-0.5956989247311828"
"worm","100","0.2","0.9","9","-48.8","71.35000000000001","-0.556989247311828"
"worm","100","0.2","0.9","8","-35.23","60.86","-0.6021505376344086"
"yeast","100","0.2","0.5","1","-0.0","50.0","-0.6088379705400983"
"yeast","100","0.2","0.5","0","-40.82","70.71","-0.5613747954173486"
"yeast","100","0.2","0.5","4","-0.0","50.0","-0.618657937806874"
"yeast","100","0.2","0.5","3","-0.0","70.71","-0.6268412438625205"
"yeast","100","0.2","0.5","2","-44.46","0.0","-0.6432078559738135"
"yeast","100","0.2","0.5","7","-0.0","50.0","-0.5957446808510638"
"yeast","100","0.2","0.5","6","-0.0","70.71","-0.5990180032733224"
"yeast","100","0.2","0.5","5","-0.0","50.0","-0.5859247135842881"
"yeast","100","0.2","0.5","8","-44.2","49.68","-0.6235679214402619"
"yeast","100","0.2","0.5","9","-0.0","50.0","-0.6153846153846154"
