"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","-0.0","37.8","-0.9444444444444444"
"fly","100","0.2","0.5","1","-0.0","37.8","-0.9444444444444444"
"fly","100","0.2","0.5","2","-0.0","0.0","-0.9722222222222222"
"fly","100","0.2","0.5","3","-37.8","37.8","-0.9444444444444444"
"fly","100","0.2","0.5","4","-0.0","37.8","-0.9444444444444444"
"fly","100","0.2","0.5","7","-0.0","37.8","-0.9722222222222222"
"fly","100","0.2","0.5","6","-0.0","0.0","-0.9722222222222222"
"fly","100","0.2","0.5","5","-0.0","53.449999999999996","-0.9444444444444444"
"fly","100","0.2","0.5","9","-0.0","37.8","-0.9722222222222222"
"fly","100","0.2","0.5","8","-0.0","37.8","-0.9444444444444444"
"mouse","100","0.2","0.9","1","-0.0","0.0","-0.9298245614035088"
"mouse","100","0.2","0.9","4","-0.0","0.0","-0.9122807017543859"
"mouse","100","0.2","0.9","2","-0.0","0.0","-0.9122807017543859"
"mouse","100","0.2","0.9","3","-0.0","0.0","-0.9298245614035088"
"mouse","100","0.2","0.9","0","-0.0","44.72","-0.8947368421052632"
"mouse","100","0.2","0.9","5","-0.0","44.72","-0.8771929824561403"
"mouse","100","0.2","0.9","9","-0.0","0.0","-0.9298245614035088"
"mouse","100","0.2","0.9","8","-0.0","0.0","-0.8947368421052632"
"mouse","100","0.2","0.9","6","-0.0","0.0","-0.9122807017543859"
"mouse","100","0.2","0.9","7","-44.72","0.0","-0.9122807017543859"
"worm","100","0.2","0.9","4","-18.59","44.31","-0.5225225225225225"
"worm","100","0.2","0.9","1","-17.78","43.480000000000004","-0.5405405405405406"
"worm","100","0.2","0.9","3","-36.21","48.089999999999996","-0.7297297297297297"
"worm","100","0.2","0.9","2","-50.29","47.63","-0.7117117117117117"
"worm","100","0.2","0.9","0","-31.619999999999997","53.94","-0.5765765765765766"
"worm","100","0.2","0.9","6","-18.740000000000002","39.629999999999995","-0.7927927927927928"
"worm","100","0.2","0.9","5","-18.9","34.64","-0.8018018018018018"
"worm","100","0.2","0.9","8","-0.0","43.03","-0.7657657657657657"
"worm","100","0.2","0.9","7","-31.919999999999998","44.31","-0.6666666666666666"
"worm","100","0.2","0.9","9","-36.19","43.85","-0.5675675675675675"
"yeast","100","0.2","0.5","1","-0.0","0.0","-0.78125"
"yeast","100","0.2","0.5","2","-0.0","0.0","-0.75"
"yeast","100","0.2","0.5","0","-0.0","0.0","-0.7625"
"yeast","100","0.2","0.5","4","-0.0","49.68","-0.75625"
"yeast","100","0.2","0.5","3","-0.0","0.0","-0.7625"
"yeast","100","0.2","0.5","5","-0.0","0.0","-0.7625"
"yeast","100","0.2","0.5","6","-0.0","49.68","-0.71875"
"yeast","100","0.2","0.5","7","-0.0","0.0","-0.75"
"yeast","100","0.2","0.5","8","-0.0","0.0","-0.75"
"yeast","100","0.2","0.5","9","-0.0","0.0","-0.7625"
