"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","0.0","37.8","0.92"
"fly","100","0.2","0.5","1","0.0","51.18000000000001","0.84"
"fly","100","0.2","0.5","2","37.8","0.0","0.94"
"fly","100","0.2","0.5","3","37.8","65.47","0.84"
"fly","100","0.2","0.5","4","0.0","37.8","0.94"
"fly","100","0.2","0.5","5","0.0","53.449999999999996","0.9"
"fly","100","0.2","0.5","6","0.0","72.37","0.84"
"fly","100","0.2","0.5","7","0.0","65.47","0.88"
"fly","100","0.2","0.5","8","0.0","37.8","0.9"
"fly","100","0.2","0.5","9","50.0","75.59","0.78"
"mouse","100","0.2","0.9","0","0.0","44.72","0.8589743589743589"
"mouse","100","0.2","0.9","1","33.33","54.769999999999996","0.7307692307692307"
"mouse","100","0.2","0.9","2","0.0","0.0","0.8717948717948718"
"mouse","100","0.2","0.9","3","42.16","44.72","0.8974358974358975"
"mouse","100","0.2","0.9","4","44.72","44.72","0.8589743589743589"
"mouse","100","0.2","0.9","5","0.0","77.46","0.8589743589743589"
"mouse","100","0.2","0.9","6","0.0","0.0","0.8974358974358975"
"mouse","100","0.2","0.9","7","41.83","44.72","0.8461538461538461"
"mouse","100","0.2","0.9","8","0.0","0.0","0.8589743589743589"
"mouse","100","0.2","0.9","9","0.0","77.46","0.8461538461538461"
"worm","100","0.2","0.9","0","31.35","51.449999999999996","0.6511627906976745"
"worm","100","0.2","0.9","1","34.910000000000004","56.63","0.7054263565891473"
"worm","100","0.2","0.9","2","47.46","55.00000000000001","0.6821705426356589"
"worm","100","0.2","0.9","3","18.59","62.08","0.7054263565891473"
"worm","100","0.2","0.9","4","37.169999999999995","48.99","0.7364341085271318"
"worm","100","0.2","0.9","5","32.73","48.54","0.7054263565891473"
"worm","100","0.2","0.9","6","26.06","44.31","0.6511627906976745"
"worm","100","0.2","0.9","7","44.75","48.54","0.6744186046511628"
"worm","100","0.2","0.9","8","18.59","47.14","0.5426356589147286"
"worm","100","0.2","0.9","9","40.089999999999996","54.449999999999996","0.7286821705426356"
"yeast","100","0.2","0.5","0","40.82","70.26","0.711864406779661"
"yeast","100","0.2","0.5","1","62.129999999999995","70.71","0.7005649717514124"
"yeast","100","0.2","0.5","2","0.0","49.68","0.7175141242937854"
"yeast","100","0.2","0.5","3","0.0","70.71","0.7062146892655368"
"yeast","100","0.2","0.5","4","0.0","50.0","0.7401129943502824"
"yeast","100","0.2","0.5","5","0.0","49.68","0.751412429378531"
"yeast","100","0.2","0.5","6","0.0","50.0","0.7175141242937854"
"yeast","100","0.2","0.5","7","0.0","50.0","0.655367231638418"
"yeast","100","0.2","0.5","8","44.46","0.0","0.7570621468926554"
"yeast","100","0.2","0.5","9","0.0","50.0","0.7175141242937854"
