"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","0.0","37.8","0.9"
"fly","100","0.2","0.5","1","0.0","37.8","0.92"
"fly","100","0.2","0.5","2","0.0","0.0","0.94"
"fly","100","0.2","0.5","3","37.8","37.8","0.9"
"fly","100","0.2","0.5","4","0.0","37.8","0.9"
"fly","100","0.2","0.5","5","0.0","53.449999999999996","0.92"
"fly","100","0.2","0.5","6","0.0","0.0","0.92"
"fly","100","0.2","0.5","7","0.0","37.8","0.94"
"fly","100","0.2","0.5","8","0.0","37.8","0.94"
"fly","100","0.2","0.5","9","0.0","37.8","0.9"
"mouse","100","0.2","0.9","0","0.0","44.72","0.8846153846153846"
"mouse","100","0.2","0.9","1","0.0","0.0","0.8589743589743589"
"mouse","100","0.2","0.9","2","0.0","0.0","0.8717948717948718"
"mouse","100","0.2","0.9","3","0.0","0.0","0.8846153846153846"
"mouse","100","0.2","0.9","4","0.0","0.0","0.8717948717948718"
"mouse","100","0.2","0.9","5","0.0","44.72","0.8589743589743589"
"mouse","100","0.2","0.9","6","0.0","0.0","0.8846153846153846"
"mouse","100","0.2","0.9","7","0.0","0.0","0.8846153846153846"
"mouse","100","0.2","0.9","8","0.0","0.0","0.8846153846153846"
"mouse","100","0.2","0.9","9","0.0","0.0","0.8717948717948718"
"worm","100","0.2","0.9","0","31.619999999999997","56.63","0.5736434108527132"
"worm","100","0.2","0.9","1","17.62","47.63","0.6821705426356589"
"worm","100","0.2","0.9","2","50.29","47.63","0.7286821705426356"
"worm","100","0.2","0.9","3","31.919999999999998","48.089999999999996","0.7054263565891473"
"worm","100","0.2","0.9","4","18.740000000000002","48.54","0.6356589147286822"
"worm","100","0.2","0.9","5","18.9","34.64","0.7441860465116279"
"worm","100","0.2","0.9","6","25.840000000000003","44.31","0.7209302325581395"
"worm","100","0.2","0.9","7","36.86","44.31","0.7054263565891473"
"worm","100","0.2","0.9","8","31.64","46.68","0.689922480620155"
"worm","100","0.2","0.9","9","35.86","43.85","0.6124031007751938"
"yeast","100","0.2","0.5","0","0.0","0.0","0.751412429378531"
"yeast","100","0.2","0.5","1","0.0","0.0","0.751412429378531"
"yeast","100","0.2","0.5","2","0.0","0.0","0.768361581920904"
"yeast","100","0.2","0.5","3","0.0","0.0","0.7457627118644068"
"yeast","100","0.2","0.5","4","0.0","49.68","0.7288135593220338"
"yeast","100","0.2","0.5","5","0.0","0.0","0.7627118644067796"
"yeast","100","0.2","0.5","6","0.0","49.68","0.7401129943502824"
"yeast","100","0.2","0.5","7","0.0","0.0","0.7570621468926554"
"yeast","100","0.2","0.5","8","0.0","0.0","0.7627118644067796"
"yeast","100","0.2","0.5","9","0.0","0.0","0.768361581920904"
