"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","","","","0","45.989999999999995","",""
"fly","","","","1","73.38","",""
"fly","","","","2","74.11999999999999","",""
"fly","","","","3","74.11999999999999","",""
"fly","","","","4","62.019999999999996","",""
"fly","","","","5","68.47","",""
"fly","","","","6","57.74","",""
"fly","","","","7","55.900000000000006","",""
"fly","","","","8","0.0","",""
"fly","","","","9","64.55","",""
"mouse","","","","0","55.900000000000006","",""
"mouse","","","","1","73.03","",""
"mouse","","","","2","63.24999999999999","",""
"mouse","","","","3","73.03","",""
"mouse","","","","4","51.64","",""
"mouse","","","","5","33.33","",""
"mouse","","","","6","59.160000000000004","",""
"mouse","","","","7","54.769999999999996","",""
"mouse","","","","8","50.0","",""
"mouse","","","","9","38.73","",""
"worm","","","","0","48.42","",""
"worm","","","","1","54.559999999999995","",""
"worm","","","","2","55.71","",""
"worm","","","","3","56.230000000000004","",""
"worm","","","","4","46.160000000000004","",""
"worm","","","","5","54.11","",""
"worm","","","","6","59.86","",""
"worm","","","","7","53.559999999999995","",""
"worm","","","","8","60.589999999999996","",""
"worm","","","","9","55.1","",""
"yeast","","","","0","0.0","",""
"yeast","","","","1","77.01","",""
"yeast","","","","2","62.129999999999995","",""
"yeast","","","","3","0.0","",""
"yeast","","","","4","44.2","",""
"yeast","","","","5","76.55","",""
"yeast","","","","6","76.1","",""
"yeast","","","","7","62.51","",""
"yeast","","","","8","0.0","",""
"yeast","","","","9","0.0","",""
