"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","49.03","86.6","0.5604395604395604"
"fly","100","0.2","0.5","1","56.330000000000005","92.58","0.5897435897435898"
"fly","100","0.2","0.5","2","60.22","37.8","0.673992673992674"
"fly","100","0.2","0.5","3","0.0","84.52","0.6703296703296703"
"fly","100","0.2","0.5","4","60.22","75.59","0.6483516483516484"
"fly","100","0.2","0.5","5","61.24000000000001","75.59","0.6556776556776557"
"fly","100","0.2","0.5","6","43.3","84.52","0.5421245421245421"
"fly","100","0.2","0.5","7","33.85","75.59","0.6556776556776557"
"fly","100","0.2","0.5","8","0.0","75.59","0.6446886446886447"
"fly","100","0.2","0.5","9","53.03","100.0","0.608058608058608"
"mouse","100","0.2","0.9","0","70.71","83.67","0.5914893617021276"
"mouse","100","0.2","0.9","1","63.24999999999999","44.72","0.6170212765957447"
"mouse","100","0.2","0.9","2","59.63","0.0","0.6638297872340425"
"mouse","100","0.2","0.9","3","51.64","89.44","0.6212765957446809"
"mouse","100","0.2","0.9","4","42.16","63.24999999999999","0.6276595744680851"
"mouse","100","0.2","0.9","5","39.44","89.44","0.6191489361702127"
"mouse","100","0.2","0.9","6","44.72","83.67","0.5553191489361702"
"mouse","100","0.2","0.9","7","63.24999999999999","63.24999999999999","0.6340425531914894"
"mouse","100","0.2","0.9","8","0.0","0.0","0.6553191489361702"
"mouse","100","0.2","0.9","9","0.0","100.0","0.5765957446808511"
"worm","100","0.2","0.9","0","49.36","68.01","0.567741935483871"
"worm","100","0.2","0.9","1","37.14","66.06","0.5741935483870968"
"worm","100","0.2","0.9","2","46.18","68.01","0.5806451612903226"
"worm","100","0.2","0.9","3","48.75","72.11","0.5440860215053763"
"worm","100","0.2","0.9","4","43.55","68.65","0.556989247311828"
"worm","100","0.2","0.9","5","48.75","73.46000000000001","0.5741935483870968"
"worm","100","0.2","0.9","6","43.96","59.45","0.5935483870967742"
"worm","100","0.2","0.9","7","40.129999999999995","52.92","0.6043010752688172"
"worm","100","0.2","0.9","8","43.96","60.86","0.6129032258064516"
"worm","100","0.2","0.9","9","46.550000000000004","72.03","0.513978494623656"
"yeast","100","0.2","0.5","0","40.82","83.78","0.6055646481178396"
"yeast","100","0.2","0.5","1","62.129999999999995","50.0","0.630114566284779"
"yeast","100","0.2","0.5","2","0.0","0.0","0.6399345335515548"
"yeast","100","0.2","0.5","3","0.0","70.71","0.6072013093289689"
"yeast","100","0.2","0.5","4","0.0","50.0","0.6252045826513911"
"yeast","100","0.2","0.5","5","43.93","50.0","0.5990180032733224"
"yeast","100","0.2","0.5","6","0.0","70.71","0.5990180032733224"
"yeast","100","0.2","0.5","7","0.0","50.0","0.5957446808510638"
"yeast","100","0.2","0.5","8","44.72","49.68","0.6202945990180033"
"yeast","100","0.2","0.5","9","0.0","50.0","0.6219312602291326"
