"organism","populationSize","mutationProbability","crossoverProbability","Fold","GMean","Best GMean AGMO","ratioReduction"
"fly","100","0.2","0.5","0","-48.04","86.6","-0.6446886446886447"
"fly","100","0.2","0.5","1","-67.94","92.58","-0.6410256410256411"
"fly","100","0.2","0.5","3","-51.35999999999999","86.6","-0.48717948717948717"
"fly","100","0.2","0.5","4","-66.3","92.58","-0.6483516483516484"
"fly","100","0.2","0.5","2","-34.77","86.6","-0.63003663003663"
"fly","100","0.2","0.5","5","-32.269999999999996","95.74000000000001","-0.6190476190476191"
"fly","100","0.2","0.5","8","-30.620000000000005","91.29","-0.5897435897435898"
"fly","100","0.2","0.5","7","-76.38000000000001","81.65","-0.5970695970695971"
"fly","100","0.2","0.5","9","-71.44","100.0","-0.6373626373626373"
"fly","100","0.2","0.5","6","-43.3","95.74000000000001","-0.5347985347985348"
"mouse","100","0.2","0.9","4","-68.31","100.0","-0.551063829787234"
"mouse","100","0.2","0.9","3","-59.63","100.0","-0.6063829787234043"
"mouse","100","0.2","0.9","2","-55.779999999999994","79.06","-0.6148936170212767"
"mouse","100","0.2","0.9","1","-59.63","83.67","-0.5787234042553191"
"mouse","100","0.2","0.9","0","-50.0","89.44","-0.5893617021276596"
"mouse","100","0.2","0.9","6","-63.24999999999999","86.6","-0.5617021276595745"
"mouse","100","0.2","0.9","7","-27.389999999999997","86.6","-0.5851063829787234"
"mouse","100","0.2","0.9","5","-51.64","89.44","-0.5829787234042553"
"mouse","100","0.2","0.9","8","-59.160000000000004","86.6","-0.5659574468085107"
"mouse","100","0.2","0.9","9","-41.83","89.44","-0.6212765957446809"
"worm","100","0.2","0.9","1","-49.309999999999995","71.55","-0.5290322580645161"
"worm","100","0.2","0.9","4","-47.04","75.41","-0.535483870967742"
"worm","100","0.2","0.9","0","-42.75","79.27","-0.4881720430107527"
"worm","100","0.2","0.9","3","-61.59","80.17999999999999","-0.5268817204301075"
"worm","100","0.2","0.9","2","-43.94","75.32","-0.5505376344086022"
"worm","100","0.2","0.9","5","-50.29","77.79","-0.5032258064516129"
"worm","100","0.2","0.9","6","-46.160000000000004","73.76","-0.49032258064516127"
"worm","100","0.2","0.9","8","-36.54","71.91","-0.5268817204301075"
"worm","100","0.2","0.9","7","-41.91","70.99","-0.5591397849462365"
"worm","100","0.2","0.9","9","-43.51","75.53999999999999","-0.5548387096774193"
"yeast","100","0.2","0.5","3","-0.0","100.0","-0.6170212765957447"
"yeast","100","0.2","0.5","1","-76.55","86.6","-0.5990180032733224"
"yeast","100","0.2","0.5","4","-0.0","91.29","-0.5400981996726678"
"yeast","100","0.2","0.5","2","-44.46","91.29","-0.5515548281505729"
"yeast","100","0.2","0.5","0","-40.82","86.6","-0.5646481178396072"
"yeast","100","0.2","0.5","5","-62.129999999999995","77.21000000000001","-0.5188216039279869"
"yeast","100","0.2","0.5","7","-62.88","91.99000000000001","-0.5155482815057283"
"yeast","100","0.2","0.5","8","-0.0","94.73","-0.5531914893617021"
"yeast","100","0.2","0.5","6","-43.93","70.26","-0.5777414075286416"
"yeast","100","0.2","0.5","9","-0.0","84.92","-0.5204582651391162"
